servicio_a,servicio_b,soporte_co_ocurrencia,n_a_antes_b,n_b_antes_a,direccion_dominante,frac_direccion_dominante,clasificacion,nombre_a,nombre_b
1ad6835586034de0b29f4a402b182c6c,4461c788433345b8a4a296b35aa9499d,7,6,1,1ad6835586034de0b29f4a402b182c6c->4461c788433345b8a4a296b35aa9499d,0.8571,mixto,Comisaría Virtual 2 - Carabineros de Chile,Superintendencia de Educación - Superintendencia de Educación
1ad6835586034de0b29f4a402b182c6c,38b3f29fe39b4e87b5f7982165de8cf1,7,6,1,1ad6835586034de0b29f4a402b182c6c->38b3f29fe39b4e87b5f7982165de8cf1,0.8571,mixto,Comisaría Virtual 2 - Carabineros de Chile,Portal Servel - Servicio Electoral
4060f34dc33042fda53efdfd0594b679,e8dde9d26979498786c6ba5a82f70ad3,7,2,5,e8dde9d26979498786c6ba5a82f70ad3->4060f34dc33042fda53efdfd0594b679,0.7143,mixto,Capacitación ChileCompra - Dirección ChileCompra,"undefined - Sociedad Administradora de Fondos de Cesantía de Chile II S.A., AFC Chile"
1006a34f43ad4c308f0a57736ffd4eeb,d602a0071f3f4db8b37a87cffd89bf23,7,1,6,d602a0071f3f4db8b37a87cffd89bf23->1006a34f43ad4c308f0a57736ffd4eeb,0.8571,mixto,1006a34f43ad4c308f0a57736ffd4eeb,PJUD - PODER JUDICIAL
4a94478dd25f4430a0a023b87e11170d,c2f8201a4d224d81babdcea072e5cec4,7,0,7,c2f8201a4d224d81babdcea072e5cec4->4a94478dd25f4430a0a023b87e11170d,1.0,consistente,Milicenciamedica.cl - Subsecretaría de Salud Pública,https://tramites.subtel.gob.cl - Subsecretaría de Telecomunicaciones
6daae6995cb245348bb2b5432ccc9948,7f2c2c35a2de4624ad938147f73f271a,7,0,7,7f2c2c35a2de4624ad938147f73f271a->6daae6995cb245348bb2b5432ccc9948,1.0,consistente,DIRECTEMAR - Dirección General del Territorio Marítimo y Marina Mercante,Registro Nacional de Mascotas y Animales de Compañía - Subsecretaría de Desarrollo Regional y Administrativo
209ce526160947f0b398566cd4cbfd0d,239b1152a21a4cebb35b2a9dc02b10a9,7,6,1,209ce526160947f0b398566cd4cbfd0d->239b1152a21a4cebb35b2a9dc02b10a9,0.8571,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,Agencia de Calidad de la Educación - MINISTERIO DE EDUCACION
6a322ad743e3464bae56d2d9b180078a,c7d9f088b4be4e38924fcfa78a6b5496,7,3,4,c7d9f088b4be4e38924fcfa78a6b5496->6a322ad743e3464bae56d2d9b180078a,0.5714,mixto,6a322ad743e3464bae56d2d9b180078a,Directores para Chile - Servicio Civil
6bcf44d8a73c473cb78f0cb92508a232,9a76efc4c34e4bd7843206658dc45454,7,3,4,9a76efc4c34e4bd7843206658dc45454->6bcf44d8a73c473cb78f0cb92508a232,0.5714,mixto,6bcf44d8a73c473cb78f0cb92508a232,Portal Ciudadano ClaveÚnica - Secretaría de Gobierno Digital
2549b51828ce40af920a932dd2102217,bf676d9b342d438d8bd0b02c718133af,7,2,5,bf676d9b342d438d8bd0b02c718133af->2549b51828ce40af920a932dd2102217,0.7143,mixto,undefined - Servicio de Impuestos Internos,Firmador MOP - Subsecretaría de Obras Públicas
123,5af95b4c9eec408dad00e7b5a2a16b92,7,2,5,5af95b4c9eec408dad00e7b5a2a16b92->123,0.7143,mixto,Registro Civil - SRCeI,Servicio de Salud Tarapacá - Servicio de Salud Tarapacá
3346db58cd2d474fbcf63e827462b85d,94d27864f86d422faa68efccb908cc34,7,5,2,3346db58cd2d474fbcf63e827462b85d->94d27864f86d422faa68efccb908cc34,0.7143,mixto,Single Sign-On - Subsecretaría de Evaluación Social,94d27864f86d422faa68efccb908cc34
01b56ab5b9be43e19fa06300994787ec,41da80f6154c4d918166fc43862f5d78,7,3,4,41da80f6154c4d918166fc43862f5d78->01b56ab5b9be43e19fa06300994787ec,0.5714,mixto,Bitácora Web - Ministerio Público,Web Cajmetro - Corporación de Asistencia Judicial de la Región Metropolitana
006b85a984e94ce88ddb035ec01b2d70,94d27864f86d422faa68efccb908cc34,7,1,6,94d27864f86d422faa68efccb908cc34->006b85a984e94ce88ddb035ec01b2d70,0.8571,mixto,006b85a984e94ce88ddb035ec01b2d70,94d27864f86d422faa68efccb908cc34
387ff07354a74657a44369e05d83234a,b34fe8a89b9a43189ec5be764c3b695c,7,2,5,b34fe8a89b9a43189ec5be764c3b695c->387ff07354a74657a44369e05d83234a,0.7143,mixto,Nuevo Sitio Web FONASA - Fondo Nacional de Salud,Canales Digitales AFP UNO - AFP Uno
9ae54d261e454c93ae1c2cdec0fd03e6,ee00832abfba40b38335ce48a12981b5,7,4,3,9ae54d261e454c93ae1c2cdec0fd03e6->ee00832abfba40b38335ce48a12981b5,0.5714,mixto,Login certificado afiliacion - Fondo Nacional de Salud,Autenticacion Nube  Privada - Servicio de Impuestos Internos
0de46482bc4d409c86f652534e4b47eb,f883bd6d70b043a09837e8b888fe3f65,7,2,5,f883bd6d70b043a09837e8b888fe3f65->0de46482bc4d409c86f652534e4b47eb,0.7143,mixto,documentos - cyberdocs - Servicio Nacional del Patrimonio Cultural,undefined - Subsecretaría de Economía y Empresas de Menor Tamaño
08165f6182bc4dfc9dc1d7774508bbc6,399e7fc266894562850261cfbc06b992,6,5,1,08165f6182bc4dfc9dc1d7774508bbc6->399e7fc266894562850261cfbc06b992,0.8333,mixto,e-certchile - E-Cert Chile,Denuncia en Linea - Ministerio Público
a7925c7ee6674a30ae9f3f4045785095,cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,6,4,2,a7925c7ee6674a30ae9f3f4045785095->cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,0.6667,mixto,Gestión Documental - Ilustre Municipalidad de Peñalolén,Portal Usuario 2.0 - Subsecretaría de Justicia
3346db58cd2d474fbcf63e827462b85d,3af2d18b09e6443fa289e956fc10669f,6,2,4,3af2d18b09e6443fa289e956fc10669f->3346db58cd2d474fbcf63e827462b85d,0.6667,mixto,Single Sign-On - Subsecretaría de Evaluación Social,Red Movilidad - Subsecretaría de Transportes
ae5b803c779a4b38b70f9e4b6d33dc26,f883bd6d70b043a09837e8b888fe3f65,6,5,1,ae5b803c779a4b38b70f9e4b6d33dc26->f883bd6d70b043a09837e8b888fe3f65,0.8333,mixto,Sistema DocWeb - Subsecretaría de Justicia,undefined - Subsecretaría de Economía y Empresas de Menor Tamaño
9c9359fefd164d388f8a5edc2bac301e,b1b009877e0c4e0790fd92559d853d69,6,2,4,b1b009877e0c4e0790fd92559d853d69->9c9359fefd164d388f8a5edc2bac301e,0.6667,mixto,Contraloría - Contraloría General de la República,Mi Súper - Superintendencia de Salud
209ce526160947f0b398566cd4cbfd0d,5235b9f356954973a226cb6fc12c9d6e,6,1,5,5235b9f356954973a226cb6fc12c9d6e->209ce526160947f0b398566cd4cbfd0d,0.8333,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,Sistema Alta Dirección Pública - Dirección Nacional del Servicio Civil
4a94478dd25f4430a0a023b87e11170d,c150a834cbcc40d09aeed2f8703f4dd3,6,5,1,4a94478dd25f4430a0a023b87e11170d->c150a834cbcc40d09aeed2f8703f4dd3,0.8333,mixto,Milicenciamedica.cl - Subsecretaría de Salud Pública,Trámites Dirección Trabajo - Dirección del Trabajo
cc892c05f6d94315be2b7539e45b9170,f883bd6d70b043a09837e8b888fe3f65,6,4,2,cc892c05f6d94315be2b7539e45b9170->f883bd6d70b043a09837e8b888fe3f65,0.6667,mixto,Ventanilla Única 2.0 - Ministerio del Medio Ambiente,undefined - Subsecretaría de Economía y Empresas de Menor Tamaño
671dca542e094f3d90cb15883bd89274,fa2253c4c2274ef49d59c93e747deaa0,6,3,3,671dca542e094f3d90cb15883bd89274->fa2253c4c2274ef49d59c93e747deaa0,0.5,mixto,DOM Digital - Municipalidad de San Pedro de la Paz,DOM Digital - Municipalidad de Coronel
a7925c7ee6674a30ae9f3f4045785095,ae412e532f1a48428bd0c5ad1f02f816,6,3,3,a7925c7ee6674a30ae9f3f4045785095->ae412e532f1a48428bd0c5ad1f02f816,0.5,mixto,Gestión Documental - Ilustre Municipalidad de Peñalolén,Sistema de gestión de licencia - Subsecretaría de Transportes
0062dc8c31ca4560b766f7063181eaab,d602a0071f3f4db8b37a87cffd89bf23,6,2,4,d602a0071f3f4db8b37a87cffd89bf23->0062dc8c31ca4560b766f7063181eaab,0.6667,mixto,SADOC - Superintendencia de Servicios Sanitarios,PJUD - PODER JUDICIAL
123,78b147a9c73f4d6d8f6d1e0f0b082556,6,5,1,123->78b147a9c73f4d6d8f6d1e0f0b082556,0.8333,mixto,Registro Civil - SRCeI,Afiliación voluntaria en AFC - Administradora de Fondos de Cesantía
0f33ab6447034fe49d1629353a119e47,2ff516ac74a44ebfa3a522adbde28a0f,6,5,1,0f33ab6447034fe49d1629353a119e47->2ff516ac74a44ebfa3a522adbde28a0f,0.8333,mixto,Superintendencia en Línea - Mi Portal - Superintendencia de Seguridad Social,E-Sign ClaveÚnica - ESIGN S.A.
5ad019e5f0e445e8b37fc4ed60a3447c,bf676d9b342d438d8bd0b02c718133af,6,1,5,bf676d9b342d438d8bd0b02c718133af->5ad019e5f0e445e8b37fc4ed60a3447c,0.8333,mixto,5ad019e5f0e445e8b37fc4ed60a3447c,Firmador MOP - Subsecretaría de Obras Públicas
44568175e9ff4fdcb98cd4e9d368ce11,4a94478dd25f4430a0a023b87e11170d,6,4,2,44568175e9ff4fdcb98cd4e9d368ce11->4a94478dd25f4430a0a023b87e11170d,0.6667,mixto,Sistema Integrado DAES - Subsecretaría de Economía y Empresas de Menor Tamaño,Milicenciamedica.cl - Subsecretaría de Salud Pública
0c9b4939dda942a09aff8e8b1db03917,c82f84bf3f2b451393445a0cb6883665,6,3,3,0c9b4939dda942a09aff8e8b1db03917->c82f84bf3f2b451393445a0cb6883665,0.5,mixto,Portal Paciente LIS - Servicio de Salud Metropolitano Sur,Ventanilla Única Social - Subsecretaría de Evaluación Social
500e21ae250c48c8b42452929d53ef90,67339e06f4b44f78994ff4785178807a,6,2,4,67339e06f4b44f78994ff4785178807a->500e21ae250c48c8b42452929d53ef90,0.6667,mixto,SIAC - Subsecretaria para las Fuerzas Armadas,Mercado+Público - Dirección de Compras y Contratación Pública
5ad019e5f0e445e8b37fc4ed60a3447c,ae4caa1cb2154cac89440f3fe18251cb,6,2,4,ae4caa1cb2154cac89440f3fe18251cb->5ad019e5f0e445e8b37fc4ed60a3447c,0.6667,mixto,5ad019e5f0e445e8b37fc4ed60a3447c,Ingreso de causas y escritos - Corporación Administrativa del Poder Judicial
2549b51828ce40af920a932dd2102217,b992e6a27eb249658efce6ca0cc286dc,6,4,2,2549b51828ce40af920a932dd2102217->b992e6a27eb249658efce6ca0cc286dc,0.6667,mixto,undefined - Servicio de Impuestos Internos,Vumar - Subsecretaría de Transportes
14cc5dc0682d44fe99d2d91e1eaafac7,56da1c80cfea4a5b83326bfef271fc3e,6,6,0,14cc5dc0682d44fe99d2d91e1eaafac7->56da1c80cfea4a5b83326bfef271fc3e,1.0,consistente,SIMPLE - Corporación Nacional de Desarrollo Indígena,Escritorio de Aplicaciones - Ministerio Público
e5b8388e1275417395d526c566b0e1e8,f883bd6d70b043a09837e8b888fe3f65,6,6,0,e5b8388e1275417395d526c566b0e1e8->f883bd6d70b043a09837e8b888fe3f65,1.0,consistente,Servicio Nacional de Aduanas - Servicio Nacional de Aduanas,undefined - Subsecretaría de Economía y Empresas de Menor Tamaño
9c9359fefd164d388f8a5edc2bac301e,ee00832abfba40b38335ce48a12981b5,6,1,5,ee00832abfba40b38335ce48a12981b5->9c9359fefd164d388f8a5edc2bac301e,0.8333,mixto,Contraloría - Contraloría General de la República,Autenticacion Nube  Privada - Servicio de Impuestos Internos
1ad6835586034de0b29f4a402b182c6c,ab2dd6e0890c4b5483973add6fa1b91b,6,5,1,1ad6835586034de0b29f4a402b182c6c->ab2dd6e0890c4b5483973add6fa1b91b,0.8333,mixto,Comisaría Virtual 2 - Carabineros de Chile,Sercotec - Servicio de Cooperación Técnica
0f33ab6447034fe49d1629353a119e47,20acab350ddf489c931028b7a6a1ff99,6,3,3,0f33ab6447034fe49d1629353a119e47->20acab350ddf489c931028b7a6a1ff99,0.5,mixto,Superintendencia en Línea - Mi Portal - Superintendencia de Seguridad Social,Sucursal Virtual Jeafosale - Ejército de Chile
01b56ab5b9be43e19fa06300994787ec,f883bd6d70b043a09837e8b888fe3f65,6,2,4,f883bd6d70b043a09837e8b888fe3f65->01b56ab5b9be43e19fa06300994787ec,0.6667,mixto,Bitácora Web - Ministerio Público,undefined - Subsecretaría de Economía y Empresas de Menor Tamaño
41da80f6154c4d918166fc43862f5d78,64d9be8046574fbfbc1fb14c9912afea,6,1,5,64d9be8046574fbfbc1fb14c9912afea->41da80f6154c4d918166fc43862f5d78,0.8333,mixto,Web Cajmetro - Corporación de Asistencia Judicial de la Región Metropolitana,ASDigital - Ministerio de salud
64d9be8046574fbfbc1fb14c9912afea,c150a834cbcc40d09aeed2f8703f4dd3,6,1,5,c150a834cbcc40d09aeed2f8703f4dd3->64d9be8046574fbfbc1fb14c9912afea,0.8333,mixto,ASDigital - Ministerio de salud,Trámites Dirección Trabajo - Dirección del Trabajo
12fbf29cc3ab474a8d3a1b2357dbb20b,83b5865df3ba4e0a9855e3af5a41f9aa,6,4,2,12fbf29cc3ab474a8d3a1b2357dbb20b->83b5865df3ba4e0a9855e3af5a41f9aa,0.6667,mixto,Ventanilla OIRS Quilicura - Municipalidad de Quilicura,Municipalidad de Quilicura - Simple - Municipalidad de Quilicura
6d52b87b5a964c61ad7e28afd9499f18,d69a36460b0c4bee9cdc5fd2f58e6a0e,6,3,3,6d52b87b5a964c61ad7e28afd9499f18->d69a36460b0c4bee9cdc5fd2f58e6a0e,0.5,mixto,Mis Trámites CGR - Contraloría General de la República,SGMAULE - Servicio de Salud Maule
91f3f86897ff4ae39e50cbd7035fa8af,be09a0ddbb9b4c4aaf78903e0ca27a75,6,0,6,be09a0ddbb9b4c4aaf78903e0ca27a75->91f3f86897ff4ae39e50cbd7035fa8af,1.0,consistente,APIs Receta Electrónica - Subsecretaría de Salud Pública,Contingencia - Comisión Administradora de Sistema de Créditos para Estudios Superiores
0f33ab6447034fe49d1629353a119e47,b785d3ec935248ff8a8fd358f7765463,6,3,3,0f33ab6447034fe49d1629353a119e47->b785d3ec935248ff8a8fd358f7765463,0.5,mixto,Superintendencia en Línea - Mi Portal - Superintendencia de Seguridad Social,Pesca Recreativa - Servicio Nacional de Pesca y Acuicultura
209ce526160947f0b398566cd4cbfd0d,9f3c39663dac4e6791811016adc217da,6,4,2,209ce526160947f0b398566cd4cbfd0d->9f3c39663dac4e6791811016adc217da,0.6667,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,"Sistema Cuenta Cultura - Ministerio de las Culturas, las Artes y el Patrimonio"
94d27864f86d422faa68efccb908cc34,9f5eb34dc330412990d7da2fd1db9e64,6,6,0,94d27864f86d422faa68efccb908cc34->9f5eb34dc330412990d7da2fd1db9e64,1.0,consistente,94d27864f86d422faa68efccb908cc34,9f5eb34dc330412990d7da2fd1db9e64
eaf8f2b0ccd04cf2a7bfcf357fe88ca2,eb838855f2344f65a4c925df80cdcad5,6,6,0,eaf8f2b0ccd04cf2a7bfcf357fe88ca2->eb838855f2344f65a4c925df80cdcad5,1.0,consistente,Empleos Públicos - Servicio Civil,Cero Filas SAG - Servicio Agrícola y Ganadero
2549b51828ce40af920a932dd2102217,95299da5a5f449f09c2fdf131183b903,6,0,6,95299da5a5f449f09c2fdf131183b903->2549b51828ce40af920a932dd2102217,1.0,consistente,undefined - Servicio de Impuestos Internos,SIMPLE - Secretaría de Gobierno Digital
209ce526160947f0b398566cd4cbfd0d,68244c73eb7a429a9c70a3dbf247293f,6,4,2,209ce526160947f0b398566cd4cbfd0d->68244c73eb7a429a9c70a3dbf247293f,0.6667,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,Bolsa nacional de empleo - Subsecretaría del Trabajo
399e7fc266894562850261cfbc06b992,4ef0ced873174ee9afc306e414132c72,6,1,5,4ef0ced873174ee9afc306e414132c72->399e7fc266894562850261cfbc06b992,0.8333,mixto,Denuncia en Linea - Ministerio Público,Carabineros de Chile - Cerofilas - Carabineros de Chile
4a94478dd25f4430a0a023b87e11170d,638aea308ffb483198d5c1387e2cc017,6,2,4,638aea308ffb483198d5c1387e2cc017->4a94478dd25f4430a0a023b87e11170d,0.6667,mixto,Milicenciamedica.cl - Subsecretaría de Salud Pública,"Portal ""Mi SUPERIR"" - Superintendencia de Insolvencia y Reemprendimiento"
6d52b87b5a964c61ad7e28afd9499f18,f6aab18a7d0947f08867efae57e7d5b4,6,0,6,f6aab18a7d0947f08867efae57e7d5b4->6d52b87b5a964c61ad7e28afd9499f18,1.0,consistente,Mis Trámites CGR - Contraloría General de la República,ZeCeroPapel - Dirección de Previsión de Carabineros de Chile
02f0f8beb94542deac503efd6a774262,279bdc4889564edba8ec3d808a74db1a,6,2,4,279bdc4889564edba8ec3d808a74db1a->02f0f8beb94542deac503efd6a774262,0.6667,mixto,SSMSO - Servicio de Salud Sur Oriente,docdigital - docdigital
9a76efc4c34e4bd7843206658dc45454,a647689891b84948871ff7099253a553,6,4,2,9a76efc4c34e4bd7843206658dc45454->a647689891b84948871ff7099253a553,0.6667,mixto,Portal Ciudadano ClaveÚnica - Secretaría de Gobierno Digital,Autoconsulta SSASUR - Servicio Salud Araucanía Sur
4f22549f9d3a443cb041c0e55395dbf1,91f3f86897ff4ae39e50cbd7035fa8af,6,3,3,4f22549f9d3a443cb041c0e55395dbf1->91f3f86897ff4ae39e50cbd7035fa8af,0.5,mixto,Comisaría Virtual Denuncias - Carabineros de Chile,APIs Receta Electrónica - Subsecretaría de Salud Pública
01b56ab5b9be43e19fa06300994787ec,c52ceac3693c4644bb20f07dd8aa7103,6,3,3,01b56ab5b9be43e19fa06300994787ec->c52ceac3693c4644bb20f07dd8aa7103,0.5,mixto,Bitácora Web - Ministerio Público,Firma Electronica - Secretaría de Gobierno Digital
91f3f86897ff4ae39e50cbd7035fa8af,c13d78fe65b94d05ad83b59494767b9f,6,2,4,c13d78fe65b94d05ad83b59494767b9f->91f3f86897ff4ae39e50cbd7035fa8af,0.6667,mixto,APIs Receta Electrónica - Subsecretaría de Salud Pública,Beneficios Personal - Gendarmería de Chile
209ce526160947f0b398566cd4cbfd0d,ddf47b043bc04fa0bd7d61b8af3f9b2c,6,5,1,209ce526160947f0b398566cd4cbfd0d->ddf47b043bc04fa0bd7d61b8af3f9b2c,0.8333,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,Autenticacion UChile - Universidad de Chile
4830b97416a14d1485ccb85c9f9baa4e,fd595f24910c4126b7398b3e081af528,6,3,3,4830b97416a14d1485ccb85c9f9baa4e->fd595f24910c4126b7398b3e081af528,0.5,mixto,Trámites SP - Superintendencia de Penssiones,Instituto Seguridad Laboral - Instituto Seguridad Laboral
720865f1a985416ca1076be43c145b34,b2b6ee18cee746a8a706aad74e14adce,6,2,4,b2b6ee18cee746a8a706aad74e14adce->720865f1a985416ca1076be43c145b34,0.6667,mixto,SIMPLE - Simple,Revisor de Procesos SIMPLE - Subsecretaría General de la Presidencia
94d27864f86d422faa68efccb908cc34,cd40ad229df147389504190c71de61f5,6,3,3,94d27864f86d422faa68efccb908cc34->cd40ad229df147389504190c71de61f5,0.5,mixto,94d27864f86d422faa68efccb908cc34,Sistema de Acceso Unico - Instituto de Desarrollo Agropecuario
c82f84bf3f2b451393445a0cb6883665,eb6b584fde4141aea5dafddee3e7ad4e,6,3,3,c82f84bf3f2b451393445a0cb6883665->eb6b584fde4141aea5dafddee3e7ad4e,0.5,mixto,Ventanilla Única Social - Subsecretaría de Evaluación Social,Listado de trámites digitales - Subsecretaría de Educación
94d27864f86d422faa68efccb908cc34,bca102f277434b31b59e4894d9eb5ef8,6,4,2,94d27864f86d422faa68efccb908cc34->bca102f277434b31b59e4894d9eb5ef8,0.6667,mixto,94d27864f86d422faa68efccb908cc34,Plataforma SEM 2.0 - Subsecretaría de Desarrollo Regional y Administrativo
6daae6995cb245348bb2b5432ccc9948,ee00832abfba40b38335ce48a12981b5,6,3,3,6daae6995cb245348bb2b5432ccc9948->ee00832abfba40b38335ce48a12981b5,0.5,mixto,DIRECTEMAR - Dirección General del Territorio Marítimo y Marina Mercante,Autenticacion Nube  Privada - Servicio de Impuestos Internos
2a1ad7012aa3426ab2592dd06689329b,bf676d9b342d438d8bd0b02c718133af,6,1,5,bf676d9b342d438d8bd0b02c718133af->2a1ad7012aa3426ab2592dd06689329b,0.8333,mixto,dom-digital - Municipalidad de Valparaíso,Firmador MOP - Subsecretaría de Obras Públicas
209ce526160947f0b398566cd4cbfd0d,b992e6a27eb249658efce6ca0cc286dc,6,3,3,209ce526160947f0b398566cd4cbfd0d->b992e6a27eb249658efce6ca0cc286dc,0.5,mixto,Portal de Aplicaciones Sence - Servicio Nacional de Capacitacion y Empleo,Vumar - Subsecretaría de Transportes
2c12290764aa4f67ba25e9cf801bd06c,c82f84bf3f2b451393445a0cb6883665,6,6,0,2c12290764aa4f67ba25e9cf801bd06c->c82f84bf3f2b451393445a0cb6883665,1.0,consistente,Servel - Servicio Electoral,Ventanilla Única Social - Subsecretaría de Evaluación Social
0f33ab6447034fe49d1629353a119e47,585115d181ea4a77bf361f06a32100ea,6,2,4,585115d181ea4a77bf361f06a32100ea->0f33ab6447034fe49d1629353a119e47,0.6667,mixto,Superintendencia en Línea - Mi Portal - Superintendencia de Seguridad Social,Senda Moodle - Servicio Nacional de Prevención y Rehabilitación del Consumo de Drogas y Alcohol
dd7629fec91f4599b3cf8c0dd0b984ac,edd67e7adef0443982c72ffc4d55ca4a,6,6,0,dd7629fec91f4599b3cf8c0dd0b984ac->edd67e7adef0443982c72ffc4d55ca4a,1.0,consistente,Sucursal Virtual FONASA - Fondo Nacional de Salud,Portal de Beneficios - Gendarmería de Chile
0de46482bc4d409c86f652534e4b47eb,67339e06f4b44f78994ff4785178807a,6,3,3,0de46482bc4d409c86f652534e4b47eb->67339e06f4b44f78994ff4785178807a,0.5,mixto,documentos - cyberdocs - Servicio Nacional del Patrimonio Cultural,Mercado+Público - Dirección de Compras y Contratación Pública
6e12533e73a048efa8bcc0a30f2b7684,b1b009877e0c4e0790fd92559d853d69,6,2,4,b1b009877e0c4e0790fd92559d853d69->6e12533e73a048efa8bcc0a30f2b7684,0.6667,mixto,Dirección General de Movilización Nacional - Dirección General de Movilización Nacional,Mi Súper - Superintendencia de Salud
02f0f8beb94542deac503efd6a774262,ffaec74bfd414f8394bab077a989e27f,6,0,6,ffaec74bfd414f8394bab077a989e27f->02f0f8beb94542deac503efd6a774262,1.0,consistente,SSMSO - Servicio de Salud Sur Oriente,miChileAtiende - Instituto de Previsión Social
55e045879c5c4db3bf493540d9dc0d17,ef1dd1f1a5b94d0eacb669f7b3ec2911,6,6,0,55e045879c5c4db3bf493540d9dc0d17->ef1dd1f1a5b94d0eacb669f7b3ec2911,1.0,consistente,Pago de permisos Especiales - Municipalidad de Antofagasta,Mi Crédito CAE - Comisión Administradora del Sistema de Créditos para Estudios Superiores
1bb1657eb2eb43808f0529810258aa3b,8ccf6c97b6eb4670bafec186fbe64f85,6,6,0,1bb1657eb2eb43808f0529810258aa3b->8ccf6c97b6eb4670bafec186fbe64f85,1.0,consistente,Autenticación Sistemas DPP - Defensoría Penal Pública,Buscador de Jurisprudencia - Poder Judicial
68b13a1228424526b43e2f78716efd3b,d5dac98442bb425ba884809990aa064d,6,2,4,d5dac98442bb425ba884809990aa064d->68b13a1228424526b43e2f78716efd3b,0.6667,mixto,Pagos Diario Oficial - Subsecretaría del Interior,Sistema Gestión Expedientes - Subsecretaría de Economía y Empresas de Menor Tamaño
44db06efed134a91bffa7407f60d7979,ae5b803c779a4b38b70f9e4b6d33dc26,6,4,2,44db06efed134a91bffa7407f60d7979->ae5b803c779a4b38b70f9e4b6d33dc26,0.6667,mixto,Tramitación Eletrónica TC - Tribunal Constitucional de Chile,Sistema DocWeb - Subsecretaría de Justicia
123,66a493258641428ea9797fbe33fc8b27,6,5,1,123->66a493258641428ea9797fbe33fc8b27,0.8333,mixto,Registro Civil - SRCeI,ChileAtiende - Instituto de Previsión Social
117d6d62a9844fd38fdb5d53e5cbc844,91f3f86897ff4ae39e50cbd7035fa8af,6,0,6,91f3f86897ff4ae39e50cbd7035fa8af->117d6d62a9844fd38fdb5d53e5cbc844,1.0,consistente,TRASPASO DEL DOMINIO DE BIENES - Fondo de Solidaridad e Inversión Social,APIs Receta Electrónica - Subsecretaría de Salud Pública
9ae54d261e454c93ae1c2cdec0fd03e6,9c9359fefd164d388f8a5edc2bac301e,6,3,3,9ae54d261e454c93ae1c2cdec0fd03e6->9c9359fefd164d388f8a5edc2bac301e,0.5,mixto,Login certificado afiliacion - Fondo Nacional de Salud,Contraloría - Contraloría General de la República
2ae2ca1a377048a58815f54a432f8a21,2ff516ac74a44ebfa3a522adbde28a0f,6,5,1,2ae2ca1a377048a58815f54a432f8a21->2ff516ac74a44ebfa3a522adbde28a0f,0.8333,mixto,Portal Paciente - Subsecretaría de Redes Asistenciales,E-Sign ClaveÚnica - ESIGN S.A.
ee00832abfba40b38335ce48a12981b5,fb3957569a8d49528c3571bcb4703f55,6,0,6,fb3957569a8d49528c3571bcb4703f55->ee00832abfba40b38335ce48a12981b5,1.0,consistente,Autenticacion Nube  Privada - Servicio de Impuestos Internos,MINVU - Subsecretaría de Vivienda y Urbanismo
1ad6835586034de0b29f4a402b182c6c,6d52b87b5a964c61ad7e28afd9499f18,6,4,2,1ad6835586034de0b29f4a402b182c6c->6d52b87b5a964c61ad7e28afd9499f18,0.6667,mixto,Comisaría Virtual 2 - Carabineros de Chile,Mis Trámites CGR - Contraloría General de la República
67339e06f4b44f78994ff4785178807a,b7c988fa6132435480b57f66696827fd,6,6,0,67339e06f4b44f78994ff4785178807a->b7c988fa6132435480b57f66696827fd,1.0,consistente,Mercado+Público - Dirección de Compras y Contratación Pública,Pase Cultural - Subsecretaría de Evaluación Social
2549b51828ce40af920a932dd2102217,5ad019e5f0e445e8b37fc4ed60a3447c,6,2,4,5ad019e5f0e445e8b37fc4ed60a3447c->2549b51828ce40af920a932dd2102217,0.6667,mixto,undefined - Servicio de Impuestos Internos,5ad019e5f0e445e8b37fc4ed60a3447c
f2eaffaf45b84b9c8e39cc303a97e9d7,f883bd6d70b043a09837e8b888fe3f65,6,3,3,f2eaffaf45b84b9c8e39cc303a97e9d7->f883bd6d70b043a09837e8b888fe3f65,0.5,mixto,SIMPLE - Secretaría de Gobierno Digital,undefined - Subsecretaría de Economía y Empresas de Menor Tamaño
dab6b8ce23604fa7b9ace2c2121d943e,fe447d5ca733434bbf33b0c6092787c5,6,5,1,dab6b8ce23604fa7b9ace2c2121d943e->fe447d5ca733434bbf33b0c6092787c5,0.8333,mixto,Intranet MSGG - Ministerio Secretaría General de Gobierno,Sistema OIRS MSGG - Subsecretaría General de Gobierno
0b145fb41bc84dc58a5beb5b4ef11b17,ffaec74bfd414f8394bab077a989e27f,6,3,3,0b145fb41bc84dc58a5beb5b4ef11b17->ffaec74bfd414f8394bab077a989e27f,0.5,mixto,Servicios en linea - Caja de Previsión de la Defensa Nacional,miChileAtiende - Instituto de Previsión Social
