servicio_origen,servicio_destino,soporte_direccion_dominante,clasificacion_orden,frac_lag_menor_5min,frac_lag_mismo_dia_menor_60min,lag_min_p25,lag_min_mediana,lag_min_p75,lag_min_p95
5235b9f356954973a226cb6fc12c9d6e,91f3f86897ff4ae39e50cbd7035fa8af,5,mixto,0.0,0.4,52.0,201.0,426.0,429.2
cc892c05f6d94315be2b7539e45b9170,5492b6e4db6948aca469c21d05b18721,5,mixto,0.0,0.4,58.0,169.0,587.0,712.6
be09a0ddbb9b4c4aaf78903e0ca27a75,ae4caa1cb2154cac89440f3fe18251cb,5,mixto,0.0,0.2,671.0,671.0,886.0,886.0
38b3f29fe39b4e87b5f7982165de8cf1,2ae2ca1a377048a58815f54a432f8a21,5,mixto,0.0,0.6,16.0,18.0,123.0,571.0
94d27864f86d422faa68efccb908cc34,41da80f6154c4d918166fc43862f5d78,5,mixto,0.0,0.2,91.0,221.0,222.0,224.4
ab2dd6e0890c4b5483973add6fa1b91b,f883bd6d70b043a09837e8b888fe3f65,5,mixto,0.0,0.2,113.0,683.0,901.0,959.4
7249a9adb1c343aba8db068dbe0c3795,b972e814004e4624a566f308901cca7c,5,mixto,0.0,0.0,135.0,170.0,236.0,268.8
3a631284571347bf8acba49209e63034,6d52b87b5a964c61ad7e28afd9499f18,5,mixto,0.0,0.0,107.0,120.0,121.0,169.8
239b1152a21a4cebb35b2a9dc02b10a9,c63d7e67e1f8454386089193582563ea,5,consistente,0.0,0.0,183.0,215.0,218.0,242.8
c52ceac3693c4644bb20f07dd8aa7103,1ad6835586034de0b29f4a402b182c6c,5,consistente,0.0,0.0,398.0,400.0,401.0,515.4
b785d3ec935248ff8a8fd358f7765463,64d9be8046574fbfbc1fb14c9912afea,5,consistente,0.0,0.0,835.0,835.0,836.0,836.0
d602a0071f3f4db8b37a87cffd89bf23,569c7b3055084660b7d89fe87a1d6d37,5,mixto,0.2,0.2,60.0,77.0,783.0,796.6
ee1016d1de3347b79368186e86dfc2c2,29c30f56f89e411091836b8d999123ea,5,mixto,0.0,0.0,99.0,130.0,177.0,234.6
1eec93924a1046efbad70c851782ab8a,91f3f86897ff4ae39e50cbd7035fa8af,5,mixto,0.0,0.2,117.0,125.0,747.0,749.4
fba5ab8c38d3426492c31c99ad569bdb,2549b51828ce40af920a932dd2102217,5,mixto,0.0,0.4,39.0,686.0,811.0,816.6
d602a0071f3f4db8b37a87cffd89bf23,de90d8af20f547aaa9b3300c76251188,5,mixto,0.0,0.6,42.0,42.0,222.0,364.4
dd53a3b5cb47459482a47afc5202b516,a6c534b36789447fbed6b8d4f60d3d1a,5,mixto,0.6,1.0,3.0,3.0,6.0,37.2
67eb30db49f240b08ab2b3f422f92cdf,4754db520fae46a49ac8373cd57bb10e,5,mixto,0.0,1.0,17.0,20.0,45.0,50.6
6a322ad743e3464bae56d2d9b180078a,fd595f24910c4126b7398b3e081af528,5,mixto,0.4,0.8,3.0,14.0,46.0,630.0
9ae54d261e454c93ae1c2cdec0fd03e6,495c261c0f484bd08e232f7358452c4d,5,mixto,0.0,0.2,429.0,545.0,546.0,549.2
2549b51828ce40af920a932dd2102217,95b7bf6083634811b6ec1552e2ed5fad,5,mixto,0.0,0.0,110.0,180.0,431.0,619.0
dcd0b6134a8846c1ac7171f8530945ab,86144f0d3b814c1d8c013f7aade6c55d,5,mixto,0.0,0.2,320.0,477.0,1235.0,1235.0
b15e46acff6b4a7487ad18cdac3a21d0,ae4caa1cb2154cac89440f3fe18251cb,5,mixto,0.0,0.4,22.0,251.0,472.0,674.4
18bec3e707784a978d9d89f2967f87de,67339e06f4b44f78994ff4785178807a,5,mixto,0.0,0.4,43.0,94.0,100.0,146.4
dc821110e3f34bf3984d61955ced2e69,b972e814004e4624a566f308901cca7c,5,mixto,0.0,0.0,548.0,755.0,954.0,1104.4
c82f84bf3f2b451393445a0cb6883665,ad571b40258e4862b37b31fbbe2d8ab5,5,mixto,0.0,0.4,59.0,259.0,338.0,586.0
cc892c05f6d94315be2b7539e45b9170,6a322ad743e3464bae56d2d9b180078a,5,mixto,0.0,0.4,32.0,100.0,221.0,543.4
14cc5dc0682d44fe99d2d91e1eaafac7,4060f34dc33042fda53efdfd0594b679,5,mixto,0.2,0.4,5.0,178.0,418.0,418.8
399e7fc266894562850261cfbc06b992,32f2a35e790544ec9e040345f8a364f3,5,mixto,0.0,1.0,17.0,17.0,23.0,23.8
d602a0071f3f4db8b37a87cffd89bf23,ea3b3bbfa0bd4b99ae4fd1176a22d13c,5,mixto,0.0,0.2,251.0,626.0,734.0,874.0
de90d8af20f547aaa9b3300c76251188,209ce526160947f0b398566cd4cbfd0d,5,mixto,0.0,0.2,154.0,164.0,168.0,1048.8
c82f84bf3f2b451393445a0cb6883665,cd40ad229df147389504190c71de61f5,5,mixto,0.0,0.4,49.0,154.0,219.0,247.0
b7c988fa6132435480b57f66696827fd,2ff516ac74a44ebfa3a522adbde28a0f,5,mixto,0.0,0.0,134.0,178.0,342.0,342.0
15a67718e1784a67bc978ca0dc6bc2df,c82f84bf3f2b451393445a0cb6883665,5,mixto,0.0,0.2,107.0,124.0,131.0,471.8
4ef0ced873174ee9afc306e414132c72,4a94478dd25f4430a0a023b87e11170d,5,mixto,0.0,0.0,418.0,579.0,579.0,579.0
55c1817c84554dc881bc439a4b00abed,67339e06f4b44f78994ff4785178807a,5,mixto,0.0,0.2,155.0,278.0,372.0,408.8
818d938a32ad4dc19cfd13f6575ddc5a,9a76efc4c34e4bd7843206658dc45454,5,mixto,0.0,1.0,6.0,10.0,11.0,43.0
5235b9f356954973a226cb6fc12c9d6e,e8dde9d26979498786c6ba5a82f70ad3,5,mixto,0.0,0.0,251.0,253.0,254.0,361.2
67339e06f4b44f78994ff4785178807a,a3c2ead0fc68405f90176c9920439001,5,mixto,0.2,0.4,15.0,139.0,259.0,346.2
e10304f95c2b40738695563eb9b8662c,67339e06f4b44f78994ff4785178807a,5,mixto,0.0,0.0,668.0,671.0,823.0,976.6
c6f7ed5bd4954356b00aac92c9fff41a,bf676d9b342d438d8bd0b02c718133af,5,mixto,0.0,0.2,164.0,229.0,806.0,819.6
20acab350ddf489c931028b7a6a1ff99,c82f84bf3f2b451393445a0cb6883665,5,mixto,0.0,0.6,30.0,30.0,144.0,280.8
6a322ad743e3464bae56d2d9b180078a,86480a9f563349b1a2974d9f43548e59,5,mixto,0.0,0.6,33.0,36.0,424.0,524.8
67eb30db49f240b08ab2b3f422f92cdf,b15e46acff6b4a7487ad18cdac3a21d0,5,mixto,0.0,0.6,38.0,57.0,609.0,635.4
2549b51828ce40af920a932dd2102217,c52ceac3693c4644bb20f07dd8aa7103,5,mixto,0.0,0.2,84.0,193.0,193.0,204.2
f883bd6d70b043a09837e8b888fe3f65,4060f34dc33042fda53efdfd0594b679,5,mixto,0.0,0.2,164.0,914.0,915.0,954.2
d602a0071f3f4db8b37a87cffd89bf23,ad571b40258e4862b37b31fbbe2d8ab5,5,mixto,0.0,0.2,102.0,502.0,656.0,956.0
1ad6835586034de0b29f4a402b182c6c,08165f6182bc4dfc9dc1d7774508bbc6,5,mixto,0.0,0.4,23.0,404.0,410.0,497.2
78d2a80a1628414097285e5ece0cab12,b972e814004e4624a566f308901cca7c,5,mixto,0.0,0.2,67.0,188.0,250.0,308.4
b972e814004e4624a566f308901cca7c,9a8b89a81b6a4af6a344229958ea3cdf,5,mixto,0.0,0.2,98.0,128.0,203.0,219.8
40fc9588a8e04b28852ec1163528bb8a,ffaec74bfd414f8394bab077a989e27f,5,mixto,0.2,0.6,13.0,31.0,80.0,124.0
6d52b87b5a964c61ad7e28afd9499f18,dcd0b6134a8846c1ac7171f8530945ab,5,mixto,0.0,0.0,160.0,193.0,277.0,869.0
38b3f29fe39b4e87b5f7982165de8cf1,4a94478dd25f4430a0a023b87e11170d,5,mixto,0.0,0.4,52.0,83.0,166.0,168.4
113bcf3fa4d04d64abbdd055953e4b17,68244c73eb7a429a9c70a3dbf247293f,5,mixto,0.0,0.6,21.0,22.0,209.0,325.0
b6a7ac98c6704aa6b6512efa5fa8dbfe,79bvfghg9a0a8tm25d16sddg7d61d4710,5,mixto,0.0,0.6,39.0,39.0,76.0,100.8
d254feea701346a399887b9fe59ac61a,f3da6bdb17764ec18651b6bb17eff9cd,5,mixto,0.0,0.4,38.0,186.0,267.0,351.8
94d27864f86d422faa68efccb908cc34,399e7fc266894562850261cfbc06b992,5,mixto,0.0,0.0,166.0,348.0,409.0,457.0
ae4caa1cb2154cac89440f3fe18251cb,5235b9f356954973a226cb6fc12c9d6e,5,mixto,0.0,0.0,326.0,913.0,914.0,918.0
4a94478dd25f4430a0a023b87e11170d,2ad4912955564809a967e35f45df29fc,5,mixto,0.0,0.0,80.0,88.0,103.0,110.2
f883bd6d70b043a09837e8b888fe3f65,d74a389b77734996ba37fa61a0d08341,5,mixto,0.0,0.0,1198.0,1205.0,1214.0,1219.6
dd7629fec91f4599b3cf8c0dd0b984ac,20acab350ddf489c931028b7a6a1ff99,5,mixto,0.2,1.0,5.0,7.0,22.0,23.6
bf676d9b342d438d8bd0b02c718133af,2549b51828ce40af920a932dd2102217,5,mixto,0.0,0.4,47.0,231.0,288.0,320.0
5af95b4c9eec408dad00e7b5a2a16b92,123,5,mixto,0.0,0.2,324.0,325.0,330.0,634.8
3346db58cd2d474fbcf63e827462b85d,94d27864f86d422faa68efccb908cc34,5,mixto,0.0,0.0,99.0,132.0,219.0,229.4
1ad6835586034de0b29f4a402b182c6c,3e2a4d42827d43d0b90248199e58e98e,5,mixto,0.0,0.6,12.0,57.0,137.0,137.8
32f2a35e790544ec9e040345f8a364f3,c82f84bf3f2b451393445a0cb6883665,5,mixto,0.0,0.4,43.0,222.0,228.0,359.2
e8dde9d26979498786c6ba5a82f70ad3,4060f34dc33042fda53efdfd0594b679,5,mixto,0.0,0.0,78.0,184.0,259.0,259.8
d602a0071f3f4db8b37a87cffd89bf23,47aa9e97586847beab9491320e05cdab,5,mixto,0.0,0.2,113.0,168.0,241.0,313.0
b2ace35bc76642f495f04addfca9e3aa,d602a0071f3f4db8b37a87cffd89bf23,5,mixto,0.0,0.0,709.0,835.0,1271.0,1323.0
6d52b87b5a964c61ad7e28afd9499f18,a3c2ead0fc68405f90176c9920439001,5,mixto,0.0,0.0,202.0,240.0,295.0,349.4
f883bd6d70b043a09837e8b888fe3f65,18bec3e707784a978d9d89f2967f87de,5,mixto,0.0,0.0,131.0,150.0,440.0,455.2
c7d9f088b4be4e38924fcfa78a6b5496,d602a0071f3f4db8b37a87cffd89bf23,5,mixto,0.0,0.2,124.0,201.0,873.0,875.4
1eec93924a1046efbad70c851782ab8a,495c261c0f484bd08e232f7358452c4d,5,mixto,0.0,0.2,83.0,165.0,165.0,165.0
8b6597a56ec4424ca8d71fdfd2827ff9,d602a0071f3f4db8b37a87cffd89bf23,5,mixto,0.0,0.2,98.0,329.0,332.0,340.0
eb838855f2344f65a4c925df80cdcad5,7f2c2c35a2de4624ad938147f73f271a,5,mixto,0.0,0.6,20.0,53.0,146.0,554.8
d254feea701346a399887b9fe59ac61a,67339e06f4b44f78994ff4785178807a,5,mixto,0.0,0.0,326.0,328.0,329.0,442.6
0335e32e61b248ae8ab98cb955f915dd,dd7629fec91f4599b3cf8c0dd0b984ac,5,mixto,0.0,0.0,309.0,336.0,341.0,343.4
b972e814004e4624a566f308901cca7c,d79e1235e359463180867d42f31f8e8a,5,mixto,0.0,0.2,84.0,107.0,163.0,297.4
a647689891b84948871ff7099253a553,c5b83bbfa22c4c31a5743485b4c6e524,5,mixto,0.0,0.0,184.0,355.0,548.0,998.4
3e2a4d42827d43d0b90248199e58e98e,a77e76b1e0eb4cc3ae3a1df547fbf4cb,5,mixto,0.0,1.0,5.0,23.0,26.0,26.0
1eec93924a1046efbad70c851782ab8a,64d9be8046574fbfbc1fb14c9912afea,5,mixto,0.0,0.4,10.0,490.0,513.0,785.8
1ad6835586034de0b29f4a402b182c6c,ef1dd1f1a5b94d0eacb669f7b3ec2911,5,mixto,0.4,0.6,4.0,5.0,70.0,70.8
9ae54d261e454c93ae1c2cdec0fd03e6,67339e06f4b44f78994ff4785178807a,5,mixto,0.0,0.2,103.0,111.0,379.0,403.0
8af63e063a2a42098caed55eeb24acf0,c82f84bf3f2b451393445a0cb6883665,5,mixto,0.0,0.4,47.0,62.0,274.0,281.2
67339e06f4b44f78994ff4785178807a,5ad019e5f0e445e8b37fc4ed60a3447c,5,mixto,0.0,0.2,100.0,157.0,347.0,475.8
64d9be8046574fbfbc1fb14c9912afea,b6a7ac98c6704aa6b6512efa5fa8dbfe,5,mixto,0.0,0.4,35.0,288.0,1359.0,1375.0
02f0f8beb94542deac503efd6a774262,95b7bf6083634811b6ec1552e2ed5fad,5,mixto,0.0,0.2,66.0,67.0,98.0,232.4
0de46482bc4d409c86f652534e4b47eb,dcd0b6134a8846c1ac7171f8530945ab,5,mixto,0.0,0.8,35.0,49.0,50.0,445.2
9a76efc4c34e4bd7843206658dc45454,e5b8388e1275417395d526c566b0e1e8,5,mixto,0.2,0.8,26.0,26.0,33.0,183.4
3af2d18b09e6443fa289e956fc10669f,ae4caa1cb2154cac89440f3fe18251cb,5,mixto,0.0,0.4,29.0,73.0,462.0,501.2
9a76efc4c34e4bd7843206658dc45454,b6a7ac98c6704aa6b6512efa5fa8dbfe,5,mixto,0.2,0.4,48.0,76.0,101.0,894.6
6743ad379b094f98ad903d0f0304add1,4830b97416a14d1485ccb85c9f9baa4e,5,mixto,0.0,0.0,410.0,640.0,659.0,1130.2
4234d86a351e4a7e9ea293e33836ae45,ae4caa1cb2154cac89440f3fe18251cb,5,mixto,0.2,0.4,23.0,65.0,300.0,424.0
a7709b21161d459298dc5dc58e77310b,638aea308ffb483198d5c1387e2cc017,5,consistente,0.0,0.2,850.0,851.0,1195.0,1195.8
a96e622271484df9b5df5d32e8d67c67,309b72a99d154079a6ab5d23444fd7dd,5,consistente,0.4,0.8,1.0,8.0,54.0,175.6
209ce526160947f0b398566cd4cbfd0d,c567f19e4b0b409491faa28b331bf1d3,5,consistente,0.0,1.0,14.0,14.0,17.0,26.6
4a94478dd25f4430a0a023b87e11170d,eae6a8d122774db4ba88162a875db6a6,5,consistente,0.0,0.0,396.0,913.0,917.0,923.4
74ed652f9a9242c590651fe4cff0d492,6a322ad743e3464bae56d2d9b180078a,5,consistente,0.0,0.2,68.0,145.0,225.0,226.6
d6d4327ae40445518a3c8a6e62137cd6,d878a9b71bd6473c90e7ecf31a72f2f6,5,consistente,0.4,1.0,2.0,5.0,16.0,28.0
fdd7e5cf453e42d7b8cb2334d3a7bff9,fb3957569a8d49528c3571bcb4703f55,5,consistente,0.0,0.4,39.0,134.0,612.0,620.8
3346db58cd2d474fbcf63e827462b85d,c52ceac3693c4644bb20f07dd8aa7103,5,mixto,0.0,0.2,104.0,134.0,142.0,310.8
2ae2ca1a377048a58815f54a432f8a21,f26d1b7657924c61b3e519cbacf36c34,5,consistente,0.0,1.0,37.0,38.0,40.0,40.0
78d2a80a1628414097285e5ece0cab12,94d27864f86d422faa68efccb908cc34,5,consistente,0.0,0.0,530.0,645.0,1012.0,1017.6
2ff516ac74a44ebfa3a522adbde28a0f,2629fabfb8e7428bb34e3d4f43ffdc9b,5,consistente,0.0,1.0,16.0,20.0,23.0,42.2
9c503a3a614d483f8feb0de5edd9a9ba,5aa1a66c9e844e18a4a41740ed4aa476,5,consistente,0.2,0.2,125.0,297.0,436.0,509.6
399e7fc266894562850261cfbc06b992,dc821110e3f34bf3984d61955ced2e69,5,consistente,0.0,0.0,102.0,155.0,157.0,275.4
eb838855f2344f65a4c925df80cdcad5,d74a389b77734996ba37fa61a0d08341,5,consistente,0.0,0.2,300.0,300.0,301.0,301.0
32f2a35e790544ec9e040345f8a364f3,2a4a00c47ac6468395984ee10ebc8dc3,5,consistente,0.0,1.0,31.0,35.0,39.0,40.6
4a94478dd25f4430a0a023b87e11170d,b3b9221510904977b1c9f12ea7108119,5,consistente,0.0,0.0,157.0,258.0,272.0,364.0
5492b6e4db6948aca469c21d05b18721,9a76efc4c34e4bd7843206658dc45454,5,mixto,0.0,0.2,67.0,369.0,369.0,429.8
6a322ad743e3464bae56d2d9b180078a,3d639e0a581e4afbbc3976eed669f5c6,5,mixto,0.0,0.6,42.0,57.0,82.0,230.0
638aea308ffb483198d5c1387e2cc017,3d639e0a581e4afbbc3976eed669f5c6,5,mixto,0.2,1.0,5.0,12.0,26.0,27.6
67eb30db49f240b08ab2b3f422f92cdf,ae412e532f1a48428bd0c5ad1f02f816,5,consistente,0.0,0.2,175.0,317.0,317.0,386.6
e8dde9d26979498786c6ba5a82f70ad3,ae412e532f1a48428bd0c5ad1f02f816,5,consistente,0.0,0.2,173.0,315.0,315.0,384.6
ea3b3bbfa0bd4b99ae4fd1176a22d13c,ae4caa1cb2154cac89440f3fe18251cb,5,consistente,0.2,1.0,17.0,17.0,22.0,22.0
d44f2fafe10b4397ac7557cd13747bd2,94d27864f86d422faa68efccb908cc34,5,consistente,0.2,0.2,115.0,136.0,1050.0,1178.0
dd7629fec91f4599b3cf8c0dd0b984ac,4f22549f9d3a443cb041c0e55395dbf1,5,consistente,0.0,0.0,150.0,297.0,619.0,1016.6
f883bd6d70b043a09837e8b888fe3f65,0de46482bc4d409c86f652534e4b47eb,5,mixto,0.0,0.2,80.0,335.0,442.0,787.6
08165f6182bc4dfc9dc1d7774508bbc6,399e7fc266894562850261cfbc06b992,5,mixto,0.0,0.0,699.0,702.0,703.0,1125.4
ae5b803c779a4b38b70f9e4b6d33dc26,f883bd6d70b043a09837e8b888fe3f65,5,mixto,0.0,0.6,22.0,31.0,210.0,230.8
d153a909f976493a80fa3192b02d6a9d,67339e06f4b44f78994ff4785178807a,5,mixto,0.0,0.0,277.0,279.0,280.0,393.6
ef1dd1f1a5b94d0eacb669f7b3ec2911,52449c34bb1e47fe81802bf322dae8ee,5,mixto,0.0,0.2,282.0,340.0,349.0,352.2
2549b51828ce40af920a932dd2102217,b3b9221510904977b1c9f12ea7108119,5,mixto,0.0,0.2,332.0,333.0,372.0,372.8
ffaec74bfd414f8394bab077a989e27f,ea62071feb644e4e81394dfa5c500ff3,5,mixto,0.6,1.0,3.0,4.0,6.0,6.0
0a750e36725e495ba32bd43a5f170724,3e2a4d42827d43d0b90248199e58e98e,5,mixto,0.0,0.8,13.0,14.0,16.0,181.6
a7709b21161d459298dc5dc58e77310b,209ce526160947f0b398566cd4cbfd0d,5,consistente,0.0,0.2,79.0,81.0,84.0,84.8
e8dde9d26979498786c6ba5a82f70ad3,331cb18d7d51484fb07794a30ddbef6e,5,consistente,0.0,0.6,51.0,52.0,75.0,86.2
0dfdb4894c0e486faae2751590db44b8,78d2a80a1628414097285e5ece0cab12,5,mixto,0.0,0.4,14.0,84.0,842.0,1105.2
585115d181ea4a77bf361f06a32100ea,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,5,mixto,0.0,0.2,153.0,153.0,153.0,413.8
dc821110e3f34bf3984d61955ced2e69,40fc9588a8e04b28852ec1163528bb8a,5,mixto,0.0,0.6,20.0,33.0,100.0,726.4
6743ad379b094f98ad903d0f0304add1,123,5,mixto,0.0,0.4,50.0,109.0,120.0,121.6
8af63e063a2a42098caed55eeb24acf0,d602a0071f3f4db8b37a87cffd89bf23,5,mixto,0.2,0.2,158.0,352.0,373.0,381.0
b992e6a27eb249658efce6ca0cc286dc,dd7629fec91f4599b3cf8c0dd0b984ac,5,mixto,0.0,0.0,290.0,310.0,724.0,724.0
ae4caa1cb2154cac89440f3fe18251cb,fdf0c4b762684098915b4fa4884af400,5,mixto,0.0,0.2,587.0,587.0,683.0,1132.6
6d52b87b5a964c61ad7e28afd9499f18,88d08ee1a5384a7fbe4bfddb8928ce82,5,mixto,0.0,0.4,25.0,142.0,251.0,296.6
0faae9b6b5084555a1873eff484b4d9c,55c1817c84554dc881bc439a4b00abed,5,mixto,0.0,0.4,18.0,62.0,310.0,762.0
cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,fdd7e5cf453e42d7b8cb2334d3a7bff9,5,consistente,0.0,0.0,372.0,374.0,375.0,377.4
b972e814004e4624a566f308901cca7c,e423b8339a57485d8b524937d93e4f44,5,consistente,0.0,0.0,280.0,539.0,596.0,608.8
8ccf6c97b6eb4670bafec186fbe64f85,86144f0d3b814c1d8c013f7aade6c55d,5,consistente,0.0,0.0,165.0,215.0,416.0,475.2
b15e46acff6b4a7487ad18cdac3a21d0,495c261c0f484bd08e232f7358452c4d,5,consistente,0.0,0.4,21.0,71.0,85.0,132.2
08165f6182bc4dfc9dc1d7774508bbc6,18bec3e707784a978d9d89f2967f87de,5,consistente,0.0,0.0,211.0,217.0,268.0,272.0
4a94478dd25f4430a0a023b87e11170d,035b14f7f84242ef8ca0e78b0352777d,5,mixto,0.0,0.2,225.0,227.0,419.0,419.8
9c9359fefd164d388f8a5edc2bac301e,02f0f8beb94542deac503efd6a774262,5,mixto,0.2,0.2,156.0,193.0,253.0,291.4
4060f34dc33042fda53efdfd0594b679,9a76efc4c34e4bd7843206658dc45454,5,mixto,0.0,0.0,214.0,247.0,247.0,267.8
123,8c89546c8e524777bc61ee8b984e29e0,5,mixto,0.2,0.6,12.0,14.0,394.0,418.8
88d08ee1a5384a7fbe4bfddb8928ce82,ffaec74bfd414f8394bab077a989e27f,5,mixto,0.0,0.0,281.0,283.0,284.0,439.2
7249a9adb1c343aba8db068dbe0c3795,ef1dd1f1a5b94d0eacb669f7b3ec2911,5,mixto,0.0,0.2,191.0,191.0,191.0,191.0
70c26dae53774888aa5bdccfcf6aa387,228ce6ed11d14e84ac2ae00cb5639515,5,consistente,0.2,0.2,90.0,118.0,329.0,377.8
01b56ab5b9be43e19fa06300994787ec,31050e1a1dcb4c9899ba77be32449e54,5,consistente,0.0,0.0,1141.0,1159.0,1197.0,1254.6
d0b1e3a4c2434e65be47566dcc3e2ee0,dc821110e3f34bf3984d61955ced2e69,5,mixto,0.2,0.6,7.0,12.0,138.0,453.2
2ae2ca1a377048a58815f54a432f8a21,2ff516ac74a44ebfa3a522adbde28a0f,5,mixto,0.0,0.2,175.0,180.0,244.0,248.0
e9d3577612dd49c3b62b654e33dccefb,d602a0071f3f4db8b37a87cffd89bf23,5,consistente,0.0,0.4,58.0,287.0,778.0,778.8
9a76efc4c34e4bd7843206658dc45454,f9894051ee6e40ad91d0cd53b2a8efc0,5,consistente,0.6,1.0,0.0,1.0,14.0,16.4
b992e6a27eb249658efce6ca0cc286dc,1ad6835586034de0b29f4a402b182c6c,5,consistente,0.0,0.0,879.0,893.0,985.0,1062.6
c82f84bf3f2b451393445a0cb6883665,fe1194092c934e70b824f3014a2f020d,5,consistente,0.0,0.2,80.0,234.0,401.0,1125.0
67339e06f4b44f78994ff4785178807a,2ba6ef9107bf4a2ebd7c662f80966bf7,5,mixto,0.0,0.2,98.0,101.0,102.0,104.4
e10304f95c2b40738695563eb9b8662c,c82f84bf3f2b451393445a0cb6883665,5,mixto,0.0,0.4,47.0,329.0,524.0,865.6
bf676d9b342d438d8bd0b02c718133af,6a322ad743e3464bae56d2d9b180078a,4,mixto,0.0,0.5,31.75,70.0,114.25,138.85
b8386b6963a4492db355f0f70be3a3e2,1ad6835586034de0b29f4a402b182c6c,4,mixto,0.25,1.0,6.25,10.0,12.25,12.85
fb3957569a8d49528c3571bcb4703f55,6d52b87b5a964c61ad7e28afd9499f18,4,mixto,0.0,0.0,123.0,326.0,529.25,529.85
b8386b6963a4492db355f0f70be3a3e2,4f22549f9d3a443cb041c0e55395dbf1,4,mixto,0.5,0.75,3.75,9.5,56.75,156.95
ae4caa1cb2154cac89440f3fe18251cb,d0b1e3a4c2434e65be47566dcc3e2ee0,4,mixto,0.0,0.0,94.25,390.5,703.0,758.2
9a76efc4c34e4bd7843206658dc45454,f44bedcfbdb64a818e717b872a002abd,4,mixto,0.5,0.75,2.0,12.0,143.0,433.4
3322cab8a5164377ad7d8958407c68f7,f31ed616d84449edb5fdd8cd332552b2,4,mixto,0.25,0.75,13.0,25.0,95.5,245.5
6d52b87b5a964c61ad7e28afd9499f18,495c261c0f484bd08e232f7358452c4d,4,mixto,0.25,0.75,11.75,21.0,96.0,261.6
c82f84bf3f2b451393445a0cb6883665,daa56f929b2c4c61a04a016533364752,4,mixto,0.0,0.0,99.0,99.5,107.75,126.35
c82f84bf3f2b451393445a0cb6883665,061230af8491491e8777333096d1d6de,4,mixto,0.0,0.5,37.5,52.5,152.25,356.85
ee00832abfba40b38335ce48a12981b5,fd595f24910c4126b7398b3e081af528,4,mixto,0.75,1.0,3.5,4.0,5.25,8.25
9a76efc4c34e4bd7843206658dc45454,55c1817c84554dc881bc439a4b00abed,4,mixto,0.5,1.0,3.5,22.0,40.25,40.85
ea62071feb644e4e81394dfa5c500ff3,173651d19b3e492cb6c27f74b9b1fe7e,4,mixto,0.0,1.0,8.0,13.5,23.0,35.0
8c1942e0cdce4f71b53f62474322f0b7,94d27864f86d422faa68efccb908cc34,4,mixto,0.0,0.25,254.0,387.5,442.25,442.85
08165f6182bc4dfc9dc1d7774508bbc6,79bvfghg9a0a8tm25d16sddg7d61d4710,4,mixto,0.0,0.25,102.0,210.5,301.75,313.15
81f1112efb014b568c2dbd217ad2407b,9c9359fefd164d388f8a5edc2bac301e,4,mixto,0.0,0.25,324.0,426.5,427.25,427.85
2549b51828ce40af920a932dd2102217,dfd423dde87b47d382b736a15a36ac68,4,mixto,0.0,0.0,118.75,125.0,131.5,132.7
94d27864f86d422faa68efccb908cc34,c2f8201a4d224d81babdcea072e5cec4,4,mixto,0.0,0.5,38.25,60.5,112.5,197.7
67eb30db49f240b08ab2b3f422f92cdf,3d639e0a581e4afbbc3976eed669f5c6,4,mixto,0.0,0.5,23.75,158.5,293.25,305.85
a7709b21161d459298dc5dc58e77310b,cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,4,mixto,0.0,0.5,17.75,181.0,348.25,365.65
c82f84bf3f2b451393445a0cb6883665,5af95b4c9eec408dad00e7b5a2a16b92,4,mixto,0.0,0.25,210.75,335.5,392.25,392.85
54d69d2bfc1d455185885b56eed7d514,c82f84bf3f2b451393445a0cb6883665,4,mixto,0.0,0.25,290.5,445.0,524.75,531.35
209ce526160947f0b398566cd4cbfd0d,9f88dc88029e42d3a5b082ab396be6d3,4,mixto,0.25,0.25,687.25,924.0,1030.5,1264.5
b972e814004e4624a566f308901cca7c,e1669d0517f14a979d9a93159b4906b0,4,mixto,0.0,0.25,64.25,100.5,146.75,191.75
1eec93924a1046efbad70c851782ab8a,2ff516ac74a44ebfa3a522adbde28a0f,4,mixto,0.0,0.0,94.25,188.5,273.0,273.0
6a91c10b9e8341afbd387fb72bab3cf7,b972e814004e4624a566f308901cca7c,4,mixto,0.0,0.5,6.75,125.0,251.25,271.05
b3b9221510904977b1c9f12ea7108119,c82f84bf3f2b451393445a0cb6883665,4,mixto,0.0,0.5,46.75,90.5,134.0,134.0
c82f84bf3f2b451393445a0cb6883665,2a4a00c47ac6468395984ee10ebc8dc3,4,mixto,0.0,0.5,43.0,100.5,220.25,376.85
86144f0d3b814c1d8c013f7aade6c55d,3af2d18b09e6443fa289e956fc10669f,4,mixto,0.0,0.25,58.5,100.0,175.75,297.55
91f3f86897ff4ae39e50cbd7035fa8af,fdd7e5cf453e42d7b8cb2334d3a7bff9,4,mixto,0.0,0.5,17.25,416.5,812.0,812.0
e1669d0517f14a979d9a93159b4906b0,5492b6e4db6948aca469c21d05b18721,4,mixto,0.0,0.5,56.75,129.5,233.25,308.25
e8dde9d26979498786c6ba5a82f70ad3,fb74231009884254b2d13b0fd9056247,4,mixto,0.0,0.0,221.25,555.0,887.25,887.85
