servicio_origen,servicio_destino,soporte_direccion_dominante,clasificacion_orden,frac_lag_menor_5min,frac_lag_mismo_dia_menor_60min,lag_min_p25,lag_min_mediana,lag_min_p75,lag_min_p95
ae4caa1cb2154cac89440f3fe18251cb,6a322ad743e3464bae56d2d9b180078a,245,mixto,0.0939,0.551,10.0,47.0,235.0,1053.2
c82f84bf3f2b451393445a0cb6883665,cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,242,mixto,0.0702,0.6488,10.0,30.0,110.75,806.7
d602a0071f3f4db8b37a87cffd89bf23,08165f6182bc4dfc9dc1d7774508bbc6,240,mixto,0.0042,0.1667,109.0,288.0,652.0,943.9
209ce526160947f0b398566cd4cbfd0d,2549b51828ce40af920a932dd2102217,235,mixto,0.0936,0.3872,21.0,153.0,441.0,943.0
a294f813367246da949865bdf8b03f7d,ae412e532f1a48428bd0c5ad1f02f816,232,mixto,0.0388,0.2974,49.75,137.5,228.25,381.45
1bb1657eb2eb43808f0529810258aa3b,ae4caa1cb2154cac89440f3fe18251cb,232,mixto,0.0388,0.2241,67.0,217.0,450.0,983.9
d602a0071f3f4db8b37a87cffd89bf23,32f2a35e790544ec9e040345f8a364f3,230,mixto,0.1087,0.4957,11.0,60.5,273.0,899.55
2549b51828ce40af920a932dd2102217,91f3f86897ff4ae39e50cbd7035fa8af,228,mixto,0.0175,0.1447,108.75,234.0,442.5,1069.0
67339e06f4b44f78994ff4785178807a,94d27864f86d422faa68efccb908cc34,227,mixto,0.0132,0.2115,74.5,207.0,422.0,1012.5
6a91c10b9e8341afbd387fb72bab3cf7,123,223,mixto,0.3049,0.861,4.0,9.0,24.0,450.7
ae54454684154c25bd33c6e04609652b,0f33ab6447034fe49d1629353a119e47,223,mixto,0.0673,0.3453,32.0,117.0,370.5,845.4
eaf8f2b0ccd04cf2a7bfcf357fe88ca2,c5b83bbfa22c4c31a5743485b4c6e524,222,mixto,0.036,0.5631,25.0,51.0,211.0,828.75
dd7629fec91f4599b3cf8c0dd0b984ac,31050e1a1dcb4c9899ba77be32449e54,220,mixto,0.0091,0.3591,45.0,79.5,200.5,543.15
123,94d27864f86d422faa68efccb908cc34,218,mixto,0.0505,0.5229,17.0,55.5,356.75,1042.6
c5b83bbfa22c4c31a5743485b4c6e524,123,217,mixto,0.0184,0.3502,37.0,168.0,513.0,1024.0
d602a0071f3f4db8b37a87cffd89bf23,86144f0d3b814c1d8c013f7aade6c55d,215,mixto,0.0093,0.1628,111.0,305.0,645.0,1035.9
67339e06f4b44f78994ff4785178807a,6a322ad743e3464bae56d2d9b180078a,214,mixto,0.0561,0.2757,52.25,181.5,373.75,728.45
94d27864f86d422faa68efccb908cc34,6a322ad743e3464bae56d2d9b180078a,213,mixto,0.216,0.7324,5.0,15.0,72.0,782.4
4a94478dd25f4430a0a023b87e11170d,209ce526160947f0b398566cd4cbfd0d,212,mixto,0.0047,0.1792,98.75,235.0,487.5,1012.9
d602a0071f3f4db8b37a87cffd89bf23,8ccf6c97b6eb4670bafec186fbe64f85,212,mixto,0.0142,0.1368,116.5,378.0,751.0,1187.8
67eb30db49f240b08ab2b3f422f92cdf,ae4caa1cb2154cac89440f3fe18251cb,211,mixto,0.0521,0.237,66.5,186.0,347.0,1152.0
31050e1a1dcb4c9899ba77be32449e54,91f3f86897ff4ae39e50cbd7035fa8af,211,mixto,0.0284,0.3365,33.5,126.0,348.5,552.0
6a91c10b9e8341afbd387fb72bab3cf7,4a94478dd25f4430a0a023b87e11170d,210,mixto,0.3381,0.8048,3.0,9.0,43.5,699.6
94d27864f86d422faa68efccb908cc34,52449c34bb1e47fe81802bf322dae8ee,210,mixto,0.319,0.881,4.0,8.0,20.75,383.3
123,495c261c0f484bd08e232f7358452c4d,209,mixto,0.0574,0.5072,16.0,58.0,305.0,950.4
1ad6835586034de0b29f4a402b182c6c,cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,209,mixto,0.1531,0.5837,8.0,42.0,129.0,692.4
67339e06f4b44f78994ff4785178807a,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,209,mixto,0.0096,0.1914,76.0,188.0,365.0,688.8
9a76efc4c34e4bd7843206658dc45454,f883bd6d70b043a09837e8b888fe3f65,209,mixto,0.2392,0.4785,5.0,61.0,251.0,875.4
4a94478dd25f4430a0a023b87e11170d,08165f6182bc4dfc9dc1d7774508bbc6,208,mixto,0.0288,0.6298,11.0,23.0,230.25,808.0
64d9be8046574fbfbc1fb14c9912afea,2549b51828ce40af920a932dd2102217,204,mixto,0.0049,0.201,74.75,176.0,338.0,728.95
01b56ab5b9be43e19fa06300994787ec,d602a0071f3f4db8b37a87cffd89bf23,204,mixto,0.0245,0.2353,62.0,156.5,388.5,951.6
4060f34dc33042fda53efdfd0594b679,67339e06f4b44f78994ff4785178807a,200,mixto,0.055,0.32,40.75,155.0,299.0,713.45
67eb30db49f240b08ab2b3f422f92cdf,94d27864f86d422faa68efccb908cc34,196,mixto,0.0102,0.2857,42.75,230.5,418.25,1059.25
4a94478dd25f4430a0a023b87e11170d,6743ad379b094f98ad903d0f0304add1,193,mixto,0.0104,0.4456,28.0,83.0,504.0,1109.4
2549b51828ce40af920a932dd2102217,51e1587ac2364f19bb4a9344841af223,192,mixto,0.125,0.8073,7.75,15.0,39.0,403.45
9a76efc4c34e4bd7843206658dc45454,2ff516ac74a44ebfa3a522adbde28a0f,191,mixto,0.2408,0.7277,5.0,13.0,72.0,1116.0
ffaec74bfd414f8394bab077a989e27f,64d9be8046574fbfbc1fb14c9912afea,190,mixto,0.0895,0.3789,19.0,100.0,216.75,519.3
ffaec74bfd414f8394bab077a989e27f,67eb30db49f240b08ab2b3f422f92cdf,189,mixto,0.0317,0.455,29.0,73.0,252.0,864.4
7249a9adb1c343aba8db068dbe0c3795,c82f84bf3f2b451393445a0cb6883665,189,mixto,0.1958,0.7354,6.0,17.0,71.0,403.8
d602a0071f3f4db8b37a87cffd89bf23,6d52b87b5a964c61ad7e28afd9499f18,189,mixto,0.0106,0.2063,76.0,218.0,453.0,887.4
2549b51828ce40af920a932dd2102217,2ff516ac74a44ebfa3a522adbde28a0f,186,mixto,0.0161,0.2634,50.0,151.0,352.5,770.25
123,b4206ac5e3224dfd900588a8f7caf95e,184,mixto,0.3043,0.9076,3.0,8.0,20.0,106.0
52449c34bb1e47fe81802bf322dae8ee,51e1587ac2364f19bb4a9344841af223,182,mixto,0.5769,0.9176,2.0,3.0,13.75,116.3
d602a0071f3f4db8b37a87cffd89bf23,74e60dc3bc26493d81088e4d322b7c39,182,mixto,0.0055,0.0549,227.0,494.5,609.0,930.8
74e60dc3bc26493d81088e4d322b7c39,08165f6182bc4dfc9dc1d7774508bbc6,181,mixto,0.0276,0.5856,26.0,48.0,91.0,993.0
67339e06f4b44f78994ff4785178807a,209ce526160947f0b398566cd4cbfd0d,180,mixto,0.0,0.1222,145.75,319.5,515.75,1000.25
d602a0071f3f4db8b37a87cffd89bf23,ee00832abfba40b38335ce48a12981b5,179,mixto,0.0056,0.2235,76.0,198.0,429.0,768.4
67339e06f4b44f78994ff4785178807a,c82f84bf3f2b451393445a0cb6883665,179,mixto,0.0056,0.1788,81.5,202.0,402.5,870.4
94d27864f86d422faa68efccb908cc34,ae4caa1cb2154cac89440f3fe18251cb,179,mixto,0.0838,0.3743,22.0,122.0,314.5,910.1
4a94478dd25f4430a0a023b87e11170d,6a322ad743e3464bae56d2d9b180078a,178,mixto,0.0393,0.3146,34.5,291.0,553.0,1058.45
67339e06f4b44f78994ff4785178807a,006b85a984e94ce88ddb035ec01b2d70,178,mixto,0.0056,0.1517,104.25,199.0,339.75,571.35
d602a0071f3f4db8b37a87cffd89bf23,b1b009877e0c4e0790fd92559d853d69,174,mixto,0.0172,0.2414,63.25,300.0,387.0,921.45
9f88dc88029e42d3a5b082ab396be6d3,123,173,mixto,0.0405,0.6127,23.0,35.0,128.0,860.0
9a76efc4c34e4bd7843206658dc45454,347178b052294153af290d6a84589868,172,mixto,0.3198,0.6628,3.0,12.0,103.25,742.35
4f22549f9d3a443cb041c0e55395dbf1,123,168,mixto,0.0179,0.506,24.0,57.5,336.5,868.85
67eb30db49f240b08ab2b3f422f92cdf,b3b9221510904977b1c9f12ea7108119,166,mixto,0.0361,0.488,22.25,62.5,167.75,515.5
9f88dc88029e42d3a5b082ab396be6d3,38b3f29fe39b4e87b5f7982165de8cf1,159,mixto,0.0063,0.673,26.0,41.0,75.0,419.1
123,a7709b21161d459298dc5dc58e77310b,159,mixto,0.0189,0.1132,138.0,291.0,416.5,524.8
64d9be8046574fbfbc1fb14c9912afea,67eb30db49f240b08ab2b3f422f92cdf,158,mixto,0.0,0.1962,86.0,200.5,331.0,781.05
209ce526160947f0b398566cd4cbfd0d,ae4caa1cb2154cac89440f3fe18251cb,157,mixto,0.0446,0.2166,66.0,189.0,544.0,1171.2
ee00832abfba40b38335ce48a12981b5,123,157,mixto,0.1083,0.4076,20.0,132.0,271.0,831.4
123,2ae2ca1a377048a58815f54a432f8a21,156,mixto,0.109,0.5705,11.75,39.5,237.25,831.5
6a322ad743e3464bae56d2d9b180078a,67eb30db49f240b08ab2b3f422f92cdf,156,mixto,0.0192,0.1923,81.75,157.0,486.25,859.5
c82f84bf3f2b451393445a0cb6883665,79bvfghg9a0a8tm25d16sddg7d61d4710,156,mixto,0.0128,0.2179,70.0,97.0,290.25,767.75
64d9be8046574fbfbc1fb14c9912afea,67339e06f4b44f78994ff4785178807a,154,mixto,0.0714,0.3442,33.75,128.5,295.5,1016.65
9c9359fefd164d388f8a5edc2bac301e,2549b51828ce40af920a932dd2102217,153,mixto,0.0458,0.2614,55.0,161.0,329.0,888.6
dd7629fec91f4599b3cf8c0dd0b984ac,ae4caa1cb2154cac89440f3fe18251cb,149,mixto,0.0336,0.2416,78.0,322.0,697.0,987.2
2549b51828ce40af920a932dd2102217,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,148,mixto,0.0068,0.1622,84.75,252.5,394.25,780.55
d602a0071f3f4db8b37a87cffd89bf23,44db06efed134a91bffa7407f60d7979,148,mixto,0.0,0.0878,381.25,791.5,816.0,897.05
d602a0071f3f4db8b37a87cffd89bf23,c5b83bbfa22c4c31a5743485b4c6e524,146,mixto,0.0068,0.226,77.25,242.5,535.0,1079.5
94d27864f86d422faa68efccb908cc34,e8dde9d26979498786c6ba5a82f70ad3,145,mixto,0.0759,0.331,31.0,174.0,559.0,1332.8
9a76efc4c34e4bd7843206658dc45454,ee00832abfba40b38335ce48a12981b5,145,mixto,0.4276,0.7517,2.0,7.0,59.0,750.0
638aea308ffb483198d5c1387e2cc017,2549b51828ce40af920a932dd2102217,143,mixto,0.2168,0.6154,5.0,26.0,95.5,483.0
9a76efc4c34e4bd7843206658dc45454,7249a9adb1c343aba8db068dbe0c3795,143,mixto,0.1678,0.7692,6.0,18.0,51.0,536.8
387ff07354a74657a44369e05d83234a,67339e06f4b44f78994ff4785178807a,142,mixto,0.0,0.0845,145.25,320.5,455.0,607.85
6d52b87b5a964c61ad7e28afd9499f18,c82f84bf3f2b451393445a0cb6883665,142,consistente,0.0211,0.0423,915.0,958.5,987.0,1001.0
9a76efc4c34e4bd7843206658dc45454,cb9e2b9dd1cd44c5b7d4fdcfbbf3f5e0,142,mixto,0.4014,0.7746,2.0,9.0,51.5,575.85
67eb30db49f240b08ab2b3f422f92cdf,c150a834cbcc40d09aeed2f8703f4dd3,141,mixto,0.0142,0.4468,26.0,68.0,158.0,412.0
67339e06f4b44f78994ff4785178807a,a3d2f5bccc104cf6bdd3817c86236b0e,141,mixto,0.0071,0.1206,143.0,264.0,428.0,1065.0
86144f0d3b814c1d8c013f7aade6c55d,495c261c0f484bd08e232f7358452c4d,139,mixto,0.0647,0.5108,13.5,57.0,209.5,487.0
94d27864f86d422faa68efccb908cc34,ee00832abfba40b38335ce48a12981b5,138,mixto,0.2609,0.8043,4.0,10.0,34.5,319.4
387ff07354a74657a44369e05d83234a,dd7629fec91f4599b3cf8c0dd0b984ac,138,mixto,0.1014,0.5435,18.0,42.0,166.25,617.7
c5b83bbfa22c4c31a5743485b4c6e524,c82f84bf3f2b451393445a0cb6883665,136,mixto,0.0074,0.2574,56.25,213.0,567.0,1083.25
c52ceac3693c4644bb20f07dd8aa7103,b972e814004e4624a566f308901cca7c,134,mixto,0.0299,0.2164,73.0,168.5,266.5,447.4
209ce526160947f0b398566cd4cbfd0d,c5b83bbfa22c4c31a5743485b4c6e524,134,mixto,0.0149,0.4179,32.0,112.0,384.5,1055.35
3346db58cd2d474fbcf63e827462b85d,9c9359fefd164d388f8a5edc2bac301e,133,mixto,0.0075,0.1654,79.0,176.0,264.0,426.0
67339e06f4b44f78994ff4785178807a,e8dde9d26979498786c6ba5a82f70ad3,131,mixto,0.0458,0.229,62.5,179.0,375.0,913.5
ed6beff4035f49c6997be95df71e5544,ffaec74bfd414f8394bab077a989e27f,130,mixto,0.4923,0.8077,2.0,5.0,21.0,630.65
c5b83bbfa22c4c31a5743485b4c6e524,67eb30db49f240b08ab2b3f422f92cdf,130,mixto,0.0,0.1231,255.0,723.5,920.25,1142.85
ef1dd1f1a5b94d0eacb669f7b3ec2911,64b50202d6b74bfcb78c7342823e0f4f,130,mixto,0.4231,0.7154,2.0,8.0,107.75,891.65
d602a0071f3f4db8b37a87cffd89bf23,6daae6995cb245348bb2b5432ccc9948,130,mixto,0.0308,0.2615,57.25,110.0,341.25,626.7
d602a0071f3f4db8b37a87cffd89bf23,9c9359fefd164d388f8a5edc2bac301e,130,mixto,0.0077,0.1154,140.5,375.0,574.75,1222.0
4a94478dd25f4430a0a023b87e11170d,67339e06f4b44f78994ff4785178807a,129,mixto,0.0698,0.2403,73.0,217.0,391.0,1101.6
67339e06f4b44f78994ff4785178807a,ae4caa1cb2154cac89440f3fe18251cb,128,mixto,0.0234,0.1562,105.75,201.0,388.25,762.6
88d08ee1a5384a7fbe4bfddb8928ce82,64d9be8046574fbfbc1fb14c9912afea,128,mixto,0.0625,0.2812,48.5,166.5,293.0,460.3
3346db58cd2d474fbcf63e827462b85d,2549b51828ce40af920a932dd2102217,128,mixto,0.0,0.1328,110.25,205.0,355.0,708.65
888fb026b62d4a75920fe44a0af43ad4,67eb30db49f240b08ab2b3f422f92cdf,128,mixto,0.0,0.0078,197.75,422.0,512.5,583.9
0f33ab6447034fe49d1629353a119e47,c82f84bf3f2b451393445a0cb6883665,128,mixto,0.0781,0.4062,28.25,145.0,677.25,1203.6
123,38b3f29fe39b4e87b5f7982165de8cf1,128,mixto,0.125,0.6875,7.0,14.0,120.75,891.6
0335e32e61b248ae8ab98cb955f915dd,91f3f86897ff4ae39e50cbd7035fa8af,127,mixto,0.0,0.1732,86.0,166.0,248.0,429.9
ef1dd1f1a5b94d0eacb669f7b3ec2911,c82f84bf3f2b451393445a0cb6883665,126,mixto,0.0238,0.4921,21.25,61.5,303.5,1007.75
ee00832abfba40b38335ce48a12981b5,52449c34bb1e47fe81802bf322dae8ee,126,mixto,0.5397,0.8968,2.0,4.0,8.75,611.0
a7709b21161d459298dc5dc58e77310b,01b56ab5b9be43e19fa06300994787ec,126,mixto,0.0159,0.1667,113.0,307.5,429.0,1039.5
209ce526160947f0b398566cd4cbfd0d,dd7629fec91f4599b3cf8c0dd0b984ac,126,mixto,0.0159,0.2937,55.0,144.0,501.5,985.25
67339e06f4b44f78994ff4785178807a,91f3f86897ff4ae39e50cbd7035fa8af,125,mixto,0.0,0.12,91.0,216.0,368.0,660.6
ae4caa1cb2154cac89440f3fe18251cb,32f2a35e790544ec9e040345f8a364f3,125,mixto,0.136,0.84,7.0,13.0,30.0,388.0
0f33ab6447034fe49d1629353a119e47,6743ad379b094f98ad903d0f0304add1,125,mixto,0.04,0.52,26.0,57.0,281.0,682.4
ae54454684154c25bd33c6e04609652b,d602a0071f3f4db8b37a87cffd89bf23,124,mixto,0.1452,0.3629,26.0,157.0,364.25,1047.25
c82f84bf3f2b451393445a0cb6883665,495c261c0f484bd08e232f7358452c4d,124,mixto,0.2177,0.4435,8.75,70.5,283.5,1070.4
0f33ab6447034fe49d1629353a119e47,6a322ad743e3464bae56d2d9b180078a,123,mixto,0.439,0.748,2.0,9.0,59.5,836.6
67eb30db49f240b08ab2b3f422f92cdf,91f3f86897ff4ae39e50cbd7035fa8af,123,mixto,0.0163,0.0976,145.5,242.0,418.0,773.9
2549b51828ce40af920a932dd2102217,74e60dc3bc26493d81088e4d322b7c39,123,mixto,0.0407,0.3902,33.5,114.0,288.0,1085.7
94d27864f86d422faa68efccb908cc34,51e1587ac2364f19bb4a9344841af223,122,mixto,0.1393,0.7213,7.25,27.0,73.75,383.95
91f3f86897ff4ae39e50cbd7035fa8af,c82f84bf3f2b451393445a0cb6883665,122,mixto,0.041,0.2131,70.25,194.0,435.5,847.95
67339e06f4b44f78994ff4785178807a,02f0f8beb94542deac503efd6a774262,120,mixto,0.0,0.125,117.0,197.5,281.5,415.55
86144f0d3b814c1d8c013f7aade6c55d,123,119,mixto,0.0,0.0924,118.0,197.0,424.5,933.8
67339e06f4b44f78994ff4785178807a,2ff516ac74a44ebfa3a522adbde28a0f,119,mixto,0.0,0.0924,106.5,190.0,451.5,819.6
c82f84bf3f2b451393445a0cb6883665,fb3957569a8d49528c3571bcb4703f55,119,mixto,0.0756,0.4874,20.5,66.0,229.0,889.1
f883bd6d70b043a09837e8b888fe3f65,495c261c0f484bd08e232f7358452c4d,118,mixto,0.0169,0.1356,124.25,306.0,583.75,886.75
0f33ab6447034fe49d1629353a119e47,ffaec74bfd414f8394bab077a989e27f,116,mixto,0.0603,0.3621,42.75,152.0,465.5,960.0
3346db58cd2d474fbcf63e827462b85d,b972e814004e4624a566f308901cca7c,116,mixto,0.0172,0.2672,56.25,147.0,256.0,395.0
c82f84bf3f2b451393445a0cb6883665,94d27864f86d422faa68efccb908cc34,116,mixto,0.0345,0.3621,29.75,97.5,360.25,910.0
67339e06f4b44f78994ff4785178807a,08165f6182bc4dfc9dc1d7774508bbc6,115,mixto,0.0,0.1652,87.0,215.0,355.0,886.8
ffaec74bfd414f8394bab077a989e27f,495c261c0f484bd08e232f7358452c4d,114,mixto,0.1316,0.5175,9.0,50.0,203.25,924.65
ef1dd1f1a5b94d0eacb669f7b3ec2911,be09a0ddbb9b4c4aaf78903e0ca27a75,114,mixto,0.5877,0.9474,1.0,3.5,7.0,56.6
d254feea701346a399887b9fe59ac61a,91f3f86897ff4ae39e50cbd7035fa8af,113,mixto,0.0088,0.1947,93.0,257.0,476.0,936.4
ae54454684154c25bd33c6e04609652b,91f3f86897ff4ae39e50cbd7035fa8af,113,mixto,0.0177,0.2035,90.0,262.0,743.0,1003.6
c82f84bf3f2b451393445a0cb6883665,3d639e0a581e4afbbc3976eed669f5c6,112,mixto,0.3125,0.8214,3.75,8.0,33.75,511.45
d602a0071f3f4db8b37a87cffd89bf23,7d0c4697a4f849e38021ccb192e0b4a7,112,mixto,0.0089,0.2054,71.25,152.5,330.25,495.0
ffaec74bfd414f8394bab077a989e27f,08165f6182bc4dfc9dc1d7774508bbc6,111,mixto,0.027,0.5495,20.0,49.0,127.5,392.5
08165f6182bc4dfc9dc1d7774508bbc6,2ff516ac74a44ebfa3a522adbde28a0f,111,mixto,0.0541,0.5135,12.0,58.0,88.5,500.0
eaf8f2b0ccd04cf2a7bfcf357fe88ca2,e8dde9d26979498786c6ba5a82f70ad3,110,mixto,0.0727,0.3455,20.25,189.5,398.5,1033.2
67339e06f4b44f78994ff4785178807a,dd7629fec91f4599b3cf8c0dd0b984ac,110,mixto,0.0,0.1182,140.0,255.5,488.25,943.1
55c1817c84554dc881bc439a4b00abed,123,109,mixto,0.1101,0.4862,10.0,64.0,290.0,523.8
347178b052294153af290d6a84589868,495c261c0f484bd08e232f7358452c4d,109,mixto,0.055,0.3028,36.0,225.0,605.0,772.0
209ce526160947f0b398566cd4cbfd0d,6a322ad743e3464bae56d2d9b180078a,108,mixto,0.0556,0.3056,30.0,193.5,439.25,907.6
14cc5dc0682d44fe99d2d91e1eaafac7,7249a9adb1c343aba8db068dbe0c3795,107,mixto,0.2897,0.8785,4.0,8.0,15.5,218.0
dd7629fec91f4599b3cf8c0dd0b984ac,0f33ab6447034fe49d1629353a119e47,107,mixto,0.0374,0.3364,44.0,142.0,456.5,1041.9
123,387ff07354a74657a44369e05d83234a,106,mixto,0.3019,0.7925,3.0,14.0,37.0,281.25
ffaec74bfd414f8394bab077a989e27f,645a4f092abd49f0820b8a5507e3dea0,105,mixto,0.4381,0.9333,3.0,6.0,16.0,111.8
9f88dc88029e42d3a5b082ab396be6d3,6e12533e73a048efa8bcc0a30f2b7684,105,mixto,0.0,0.6952,20.0,38.0,71.0,317.4
3346db58cd2d474fbcf63e827462b85d,d602a0071f3f4db8b37a87cffd89bf23,104,mixto,0.0288,0.2115,67.25,192.0,418.25,894.85
c82f84bf3f2b451393445a0cb6883665,08165f6182bc4dfc9dc1d7774508bbc6,104,mixto,0.0385,0.4231,18.0,106.5,376.75,844.95
123,dfd423dde87b47d382b736a15a36ac68,103,mixto,0.1165,0.4466,12.0,84.0,165.5,1155.4
eaf8f2b0ccd04cf2a7bfcf357fe88ca2,209ce526160947f0b398566cd4cbfd0d,102,mixto,0.0098,0.2059,73.25,248.5,459.5,1180.4
67339e06f4b44f78994ff4785178807a,0335e32e61b248ae8ab98cb955f915dd,100,mixto,0.0,0.2,77.75,182.5,289.0,513.0
0f33ab6447034fe49d1629353a119e47,209ce526160947f0b398566cd4cbfd0d,100,mixto,0.03,0.17,141.0,653.5,1007.5,1351.0
c82f84bf3f2b451393445a0cb6883665,4ef0ced873174ee9afc306e414132c72,100,mixto,0.0,0.06,125.75,298.0,359.0,368.1
6e12533e73a048efa8bcc0a30f2b7684,d602a0071f3f4db8b37a87cffd89bf23,99,mixto,0.0404,0.1717,99.0,110.0,243.0,486.4
c82f84bf3f2b451393445a0cb6883665,285f4ab87d9a4484a4e8fa6e7db43fe6,98,mixto,0.1633,0.8367,5.25,11.5,33.25,876.3
f883bd6d70b043a09837e8b888fe3f65,64d9be8046574fbfbc1fb14c9912afea,98,mixto,0.1531,0.3776,24.0,115.5,363.5,853.9
2ae2ca1a377048a58815f54a432f8a21,fb944d98fea445bda57de000993d3e25,97,mixto,0.1031,0.7113,7.0,23.0,80.0,754.4
6daae6995cb245348bb2b5432ccc9948,123,96,mixto,0.0,0.2083,72.25,186.0,737.0,993.75
c82f84bf3f2b451393445a0cb6883665,eaf8f2b0ccd04cf2a7bfcf357fe88ca2,95,mixto,0.0421,0.2421,64.5,142.0,359.5,959.7
67eb30db49f240b08ab2b3f422f92cdf,fd595f24910c4126b7398b3e081af528,95,mixto,0.0737,0.3789,18.5,103.0,235.0,1356.6
6a322ad743e3464bae56d2d9b180078a,08165f6182bc4dfc9dc1d7774508bbc6,95,mixto,0.0737,0.3684,23.5,129.0,296.0,909.5
ffaec74bfd414f8394bab077a989e27f,1ad6835586034de0b29f4a402b182c6c,95,mixto,0.0211,0.2947,45.0,234.0,686.0,957.9
3346db58cd2d474fbcf63e827462b85d,ffaec74bfd414f8394bab077a989e27f,95,mixto,0.0,0.2211,69.5,151.0,226.5,475.3
dd7629fec91f4599b3cf8c0dd0b984ac,6a322ad743e3464bae56d2d9b180078a,95,mixto,0.1158,0.5158,14.5,57.0,335.5,1122.6
9a76efc4c34e4bd7843206658dc45454,31050e1a1dcb4c9899ba77be32449e54,94,mixto,0.0532,0.4681,23.0,64.0,217.75,1086.55
d602a0071f3f4db8b37a87cffd89bf23,5ad019e5f0e445e8b37fc4ed60a3447c,94,mixto,0.0,0.0957,150.75,379.0,472.25,529.05
d602a0071f3f4db8b37a87cffd89bf23,fb3957569a8d49528c3571bcb4703f55,93,mixto,0.0323,0.1613,105.0,285.0,589.0,1162.8
cc892c05f6d94315be2b7539e45b9170,64d9be8046574fbfbc1fb14c9912afea,93,mixto,0.086,0.2903,42.0,165.0,295.0,682.0
67339e06f4b44f78994ff4785178807a,ee00832abfba40b38335ce48a12981b5,93,mixto,0.0968,0.4194,28.0,89.0,279.0,742.6
f44bedcfbdb64a818e717b872a002abd,d602a0071f3f4db8b37a87cffd89bf23,93,mixto,0.0645,0.2903,41.0,172.0,438.0,560.8
eaf8f2b0ccd04cf2a7bfcf357fe88ca2,67eb30db49f240b08ab2b3f422f92cdf,93,mixto,0.0,0.2581,56.0,273.0,427.0,1027.2
79bvfghg9a0a8tm25d16sddg7d61d4710,2549b51828ce40af920a932dd2102217,93,mixto,0.129,0.5484,8.0,37.0,554.0,951.0
1ad6835586034de0b29f4a402b182c6c,67eb30db49f240b08ab2b3f422f92cdf,93,mixto,0.0108,0.1398,169.0,270.0,852.0,1139.4
0de46482bc4d409c86f652534e4b47eb,2549b51828ce40af920a932dd2102217,92,mixto,0.2174,0.8043,5.0,10.0,39.0,595.0
d602a0071f3f4db8b37a87cffd89bf23,ae412e532f1a48428bd0c5ad1f02f816,92,mixto,0.0,0.0326,348.0,444.5,642.0,762.9
dd7629fec91f4599b3cf8c0dd0b984ac,08165f6182bc4dfc9dc1d7774508bbc6,90,mixto,0.0222,0.6,14.0,36.5,190.25,599.75
399e7fc266894562850261cfbc06b992,ae4caa1cb2154cac89440f3fe18251cb,90,mixto,0.0444,0.5111,21.5,47.5,258.0,816.05
645a4f092abd49f0820b8a5507e3dea0,0b145fb41bc84dc58a5beb5b4ef11b17,90,mixto,0.2333,0.7333,5.0,9.0,71.0,110.0
13ba077e1e654a54993e85f4fdfd2aa3,88d08ee1a5384a7fbe4bfddb8928ce82,90,mixto,0.0222,0.2333,65.5,132.0,367.0,942.15
ae412e532f1a48428bd0c5ad1f02f816,b972e814004e4624a566f308901cca7c,89,mixto,0.0225,0.1348,114.0,188.0,266.0,422.0
ed6beff4035f49c6997be95df71e5544,285f4ab87d9a4484a4e8fa6e7db43fe6,89,mixto,0.809,0.9551,1.0,2.0,3.0,35.0
d74a389b77734996ba37fa61a0d08341,d602a0071f3f4db8b37a87cffd89bf23,89,mixto,0.0562,0.2697,47.0,253.0,722.0,1308.6
638aea308ffb483198d5c1387e2cc017,6a322ad743e3464bae56d2d9b180078a,89,mixto,0.0787,0.7191,12.0,32.0,65.0,446.2
64d9be8046574fbfbc1fb14c9912afea,b992e6a27eb249658efce6ca0cc286dc,89,mixto,0.0112,0.1685,106.0,307.0,589.0,1010.6
6a322ad743e3464bae56d2d9b180078a,ef1dd1f1a5b94d0eacb669f7b3ec2911,88,mixto,0.0682,0.5,26.5,60.5,482.75,1176.75
ae4caa1cb2154cac89440f3fe18251cb,f883bd6d70b043a09837e8b888fe3f65,88,mixto,0.0114,0.1932,85.75,154.5,284.5,911.0
ae4caa1cb2154cac89440f3fe18251cb,b972e814004e4624a566f308901cca7c,88,mixto,0.0,0.1705,77.75,181.5,293.0,450.0
123,b1b009877e0c4e0790fd92559d853d69,88,mixto,0.3182,0.7614,4.0,9.0,28.25,415.95
9a76efc4c34e4bd7843206658dc45454,b785d3ec935248ff8a8fd358f7765463,87,mixto,0.3103,0.8851,3.5,14.0,27.0,294.6
d602a0071f3f4db8b37a87cffd89bf23,38b3f29fe39b4e87b5f7982165de8cf1,87,mixto,0.023,0.1264,161.0,307.0,481.0,1067.4
64d9be8046574fbfbc1fb14c9912afea,123,87,mixto,0.0115,0.2874,53.5,133.0,275.5,561.0
dd7629fec91f4599b3cf8c0dd0b984ac,79bvfghg9a0a8tm25d16sddg7d61d4710,86,mixto,0.0698,0.4651,29.0,64.0,151.75,883.75
d602a0071f3f4db8b37a87cffd89bf23,a7a98dfdf4dd4a8fa248cae682395965,86,mixto,0.0349,0.2791,47.0,163.0,453.25,845.5
