Código institución;Nombre institución;Código del registro;Nombre del registro;Tipo de registro;Estado registro;Descripción del registro;Área responsable;Cargo del o la responsable;Tipo de inicio;Acto de inicio;Acto de término;Producto institucional relacionado;Número Ley;URL de la Ley en LeyChile (Biblioteca del Congreso Nacional de Chile);Pago asociado;Tipo de usuario(a);Segmento de usuarios(as);Disponibilidad para su realización;Programa Social relacionado;Nivel de digitalización;Ingreso de solicitud;Canal digital - Canales transaccionales;Canal presencial - Canales transaccionales;Canal telefónico - Canales transaccionales;Módulos de autoatención - Canales transaccionales;Tipo de expediente;Acceso al expediente electrónico por parte de los(as) interesados(as);URL del inicio;Ficha ChileAtiende relacionada;URL de ficha ChileAtiende;Número de plataformas electrónicas que intervienen en el soporte electrónico;Alcance de las plataformas electrónicas que soportan el registro;Utiliza SIMPLE con modalidad Saas como plataforma para la digitalización;Utiliza SIMPLE con modalidad On premise como plataforma para la digitalización;Utiliza Plataformas desarrolladas por la institución (equipo propio) como plataforma para la digitalización;Utiliza Plataformas desarrolladas por la institución (provisto externamente) como plataforma para la digitalización;Utiliza  Plataformas transversales provistas por el Estado como plataforma para la digitalización;No utiliza mecanismo de autenticación - Autenticación;Utiliza ClaveÚnica - Autenticación;Utiliza Clave Tributaria - Autenticación;Utiliza un mecanismo de autenticación propio - Autenticación;Mecanismo de autenticación digital para funcionarios;Firma electrónica Avanzada;Notificación(es) practicada(s);Tiene etapa Inicio;Tiene etapa Instrucción;Tiene etapa Finalización;Medio utilizado para notificar en la etapa de iniciación;Medio utilizado para notificar en la etapa de instrucción;Medio utilizado para notificar en la etapa de finalización;Dato, documentos(certificados) y/o expedientes en poder de otros órganos de la Administración del Estado;Documento(s) notarial(es);Nombre del documento notarial relacionado;Medio utilizado para enviar comunicaciones oficiales entre órganos de la Administración del Estado
PE-SER-00605;Servicio Local de Educación Pública de Valparaíso;PT-SER00605-00088;Solicitud de Acompañamiento a la Comunidad Educativa en temáticas de Formación Integral;Procedimiento administrativo de función específica;Completado;Se da respuesta a todos las solicitudes de atención de acompañamiento a la Comunidad Educativa (madres, padres, apoderados, tutores legales) en temáticas de formación integral, que ingresan a través del Formulario de Atención del equipo de Formación y Desarrollo Integral de la UATP.;Otro;Profesional Equipo de Formación y Desarrollo Integral;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;"Solicitud de Acompañamiento ingresada a través del ""Formulario de Acompañamiento a la Comunidad Educativa""";Acta de cierre de Acompañamiento a la Comunidad Educativa;Atención y/o información ciudadana;21040;https://www.bcn.cl/leychile/navegar?idNorma=1111237;No;Persona natural: Todo individuo de la especie humana, cualquiera sea su sexo, edad, raza o condición social;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;Sí;Sí;;Expediente con documentos en formato físico y electrónico (mixto);No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://docs.google.com/forms/d/e/1FAIpQLSc2maDZ3H2UZMX-KRpmX15qoE-dmKpMn2ScnwW6y7PHMYrYGA/viewform;No;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;;Sí;Sí;;;;No utiliza mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;No;;;;;;;No;No;;No considera comunicaciones oficiales
PE-INS-00023;Instituto de Seguridad Laboral;PT-INS00023-00112;3.92 Solicitud de recálculo de monto concedido de Subsidios de Incapacidad Laboral.;Procedimiento administrativo de función específica;Completado;Permite al trabajador o trabajadora que sufrió un accidente del trabajo o una enfermedad profesional solicitar al Instituto de Seguridad Laboral (ISL) la revisión del monto pagado por concepto de subsidio por incapacidad laboral. Esta revisión, denominada recálculo o reliquidación, se puede solicitar cuando existen errores en el cálculo original, nuevos antecedentes que afecten el monto pagado o cuando hay un repronunciamiento médico que amplía el período de reposo.                                                                   La solicitud inicia con la solicitud de revisión del pago del Subsidio por parte del Usuario a través de las Plataformas de las Distintas Direcciones Regionales hasta la liquidación del recalculo;Áreas asociadas al mandato institucional;JEFE/A DEPTO. PRESTACIONES ECONÓMICAS DIVISIÓN OPERACIONES;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud de revisión del pago del Subsidio por parte del Usuario a través de las Plataformas de las Distintas Direcciones Regionales.;Liquidación del recálculo.;Prestaciones;Ley 16.744;https://www.bcn.cl/leychile/navegar?idNorma=28650;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 0;;;Sí;;;No tiene un expediente;;;No;;;;;;;;;;;;;;No utiliza firma electrónica avanzada;No;;;;;;;No;No;;No considera comunicaciones oficiales
PE-INS-00023;Instituto de Seguridad Laboral;TR-INS00023-00113;3.93 Solicitud de certificado de pago de cotización por parte de ISL durante régimen de beneficios económicos;Otra Tramitación;Completado;Es un documento oficial que acredita que el Instituto de Seguridad Laboral (ISL) ha cumplido con la obligación legal de enterar las cotizaciones previsionales correspondientes al período en que un trabajador ha hecho uso de un subsidio por incapacidad laboral, producto de un accidente del trabajo o enfermedad profesional, conforme a lo establecido en la Ley N°16.744. Este certificado valida que, durante el tiempo en que el trabajador recibió el subsidio, el ISL efectuó el pago de las cotizaciones a los sistemas de pensiones, salud y demás prestaciones de seguridad social, garantizando así la continuidad de sus derechos previsionales y de protección social.;Áreas asociadas al mandato institucional;JEFE/A DEPTO. PRESTACIONES ECONÓMICAS DIVISIÓN OPERACIONES;;;;Prestaciones;Ley 16.744;https://bcn.cl/2f78o;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 4;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://www.previred.com/wPortal/login/login.jsp;No;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;Sí;;;;No utiliza mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;No;;;;;;;No;No;;No considera comunicaciones oficiales
PE-SER-00154;Dirección del Trabajo;PT-SER00154-00080;Calificar Empresa Afecta al Artículo 362 Código del Trabajo;Procedimiento administrativo de función específica;Completado;Permite a personas empleadoras y organizaciones sindicales solicitar, la determinación de empresas o corporaciones en las que no se podrá ejercer el derecho a huelga en un proceso de negociación colectiva.;Atención de usuarios - clientes;Jefe/a Departamento de Relaciones Laborales;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Ingreso de solicitud;Comunicación de cierre;Otros;DFL N°01/2003. Código del Trabajo;https://www.bcn.cl/leychile/navegar?idNorma=207436;No;Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente;No aplica;Se puede realizar sólo en algunos períodos del año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://www.dt.gob.cl/portal/1626/w3-article-127739.html;No;;2;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;;Sí;;;Sí;;;Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;;Sí;Sólo por medios electrónicos.;;Solo por medios eléctronicos;Sí;No;;No considera comunicaciones oficiales
PE-SER-00154;Dirección del Trabajo;PT-SER00154-00081;Votación electrónica para sindicatos;Procedimiento administrativo de función específica;Completado;Permite a una organización sindical base del sector privado, de un máximo de 5.000 socios, solicitar la votación electrónica a través del portal de la Dirección del Trabajo (DT), para los procesos electorales disponibles en la plataforma.;Atención de usuarios - clientes;Jefe/a Departamento de Relaciones Laborales;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Ingreso de la solicitud ;Acta de resultado;Prestaciones;DFL N°1/2003. Código del Trabajo;https://www.bcn.cl/leychile/navegar?idNorma=207436;No;Persona jurídica: Ente ficticio que tiene la capacidad legal de adquirir derechos, contraer obligaciones y ser representado judicial y extrajudicialmente;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://www.dt.gob.cl/portal/1626/w3-article-127840.html;No;;3;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;;Sí;;;Sí;;Sí;Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios eléctronicos;Solo por medios eléctronicos;Sí;No;;No considera comunicaciones oficiales
PE-SUB-00559;Subsecretaría de Salud Pública;PT-SUB00559-00297;Evaluación de cumplimiento de Metas sanitarias Ley 19.813 (APS);Procedimiento administrativo de función específica;Pendiente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PE-GOR-00131;Gobierno Regional de la Región Aysén del General Carlos Ibáñez del Campo;PA-GOR00131-00049;Adquisición y contratación mediante Compra Ágil;Procedimiento administrativo de función común;Completado;Gestiona las compras publicas de bienes y servcios programa funcionamiento / Adquisición de bienes y  servicios a través Compra Àgil;Administración y finanzas;Encargada de Abastecimiento;Ambos tipos de inicio (oficio y a solicitud de partes).;Solicitud de adquisición tramitada;Orden de compra del adquisición del bien o servicio;;19886;https://www.bcn.cl/leychile/navegar?idNorma=213004;;;;;;Nivel 3;El ingreso de solicitudes no se realiza por medios electrónicos;;Sí;;;Expediente con documentos en formato físico y electrónico (mixto);No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://www.mercadopublico.cl/;;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;;Sí;;Sí;;Sí;Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios eléctronicos;Solo por medios eléctronicos;Sí;;;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-GOR-00131;Gobierno Regional de la Región Aysén del General Carlos Ibáñez del Campo;PA-GOR00131-00050;Adquisición y contratación mediante licitación pública o privada;Procedimiento administrativo de función común;Completado;Gestiona las compras publicas de bienes y servcios programa funcionamiento / Adquisición de bienes y  servicios a través licitación pública o privada.;Administración y finanzas;Encargada de Abastecimiento;Ambos tipos de inicio (oficio y a solicitud de partes).;Solicitud de adquisición tramitada;Orden de compra del adquisición del bien o servicio;;19886;https://www.bcn.cl/leychile/navegar?idNorma=213004;;;;;;Nivel 3;El ingreso de solicitudes no se realiza por medios electrónicos;;Sí;;;Expediente con documentos en formato físico y electrónico (mixto);No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://www.mercadopublico.cl/;;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;;Sí;;Sí;;Sí;Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios eléctronicos;Solo por medios eléctronicos;Sí;;;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-GOR-00131;Gobierno Regional de la Región Aysén del General Carlos Ibáñez del Campo;PA-GOR00131-00051;Adquisición y contratación mediante trato directo;Procedimiento administrativo de función común;Completado;Gestiona las compras publicas de bienes y servcios programa funcionamiento / Adquisición de bienes y  servicios a través trato directo. ;Administración y finanzas;Encargada de Abastecimiento;Ambos tipos de inicio (oficio y a solicitud de partes).;Solicitud de adquisición tramitada;Orden de compra del adquisición del bien o servicio;;19886;https://www.bcn.cl/leychile/navegar?idNorma=213004;;;;;;Nivel 3;El ingreso de solicitudes no se realiza por medios electrónicos;;Sí;;;Expediente con documentos en formato físico y electrónico (mixto);No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://www.mercadopublico.cl/;;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;;Sí;;Sí;;Sí;Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios eléctronicos;Solo por medios eléctronicos;Sí;;;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SER-00605;Servicio Local de Educación Pública de Valparaíso;PA-SER00605-00089;Gestión de Riesgo ;Procedimiento administrativo de función común;Pendiente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PE-GOR-00098;Gobierno Regional de la Región de Atacama;PA-GOR00098-00052;Elaboración, ejecución y evaluación del Plan Anual de Capacitación (PAC);Procedimiento administrativo de función común;Completado;El PA abarca todas las etapas relacionadas con la planificación, ejecución y evaluación de las actividades formativas diseñadas para el personal de la institución. Este proceso comienza con la identificación de las necesidades de capacitación a través de la detección de brechas de competencias y habilidades, y continúa con la elaboración del Plan Anual de Capacitación (PAC) que incluye acciones de formación y desarrollo específicas para cada área.A lo largo del año, se lleva a cabo la ejecución de los cursos y talleres contemplados en el PAC, promoviendo el desarrollo tanto de competencias transversales como técnicas, con el fin de mejorar el desempeño y la productividad de los funcionarios. Una vez completadas las capacitaciones, se realiza un proceso de evaluación y retroalimentación para medir la efectividad de las actividades realizadas, y se registran los resultados en el sistema correspondiente para su análisis y seguimiento.Este procedimiento está alineado con las políticas institucionales y con los objetivos estratégicos de la organización, garantizando que los funcionarios reciban las herramientas necesarias para mejorar su desempeño y contribuir al cumplimiento de los objetivos institucionales. La gestión del PAC también se ajusta a las normativas vigentes y a las necesidades cambiantes de la institución, permitiendo la actualización y modificación del plan de manera continua.;Recursos humanos - gestión de personas;Encargada Capacitación del Gobierno Regional;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Elaboración y aprobación del Plan Anual de Capacitación (PAC) por parte de la autoridad administrativa, estableciendo los objetivos, presupuesto, programas de formación y destinatarios, registrando su inicio en el sistema de gestión institucional.;Cierre del Plan Anual de Capacitación (PAC) mediante la emisión del informe de evaluación con el cumplimiento de metas, ejecución presupuestaria y resultados de aprendizaje, registrado en el sistema institucional y notificado a las instancias correspondientes.;;18834;https://www.bcn.cl/leychile/navegar?idNorma=236392;;;;;;Nivel 3;El ingreso de solicitudes se realiza por medios electrónicos;;Sí;;;Expediente con documentos en formato físico y electrónico (mixto);No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://www.sispubli.cl/;;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;;Sí;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;Sí;Sí;Ambos medios;Ambos medios;Ambos medios;No;;;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SER-00605;Servicio Local de Educación Pública de Valparaíso;PA-SER00605-00090;Gestión de Riesgos;Procedimiento administrativo de función común;Completado;Fortalecer la capacidad institucional para identificar, analizar, valorar, tratar, monitorear y comunicar los riesgos estratégicos, operacionales, financieros, legales, prestigio y de cumplimiento, que puedan impactar negativamente en la misión del Servicio.;Control de gestión;Encargada de Planificación y control Institucional;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Oficio emanado del CAIGG;Oficio respuesta a CAIGG;;Decreto Supremo N° 12;https://www.auditoriainternadegobierno.gob.cl/wp-content/upLoads/2023/09/DECRETO-Num.-172379437.pdf;;;;;;Nivel 0;;;Sí;;;Expediente con documentos en formato físico;;;;;;;;;;;;;;;;;No utiliza firma electrónica avanzada;Sí;Sí;;;Ambos medios;;;No;;;Sí, realiza envíos sólo por medios electrónicos propios
PE-SER-00605;Servicio Local de Educación Pública de Valparaíso;PA-SER00605-00091;Compras;Procedimiento administrativo de función común;Pendiente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PE-SER-00606;Servicio Local de Educación Pública de Llanquihue;PA-SER00606-00073;Sistema de Información y Atención Ciudadana;Procedimiento administrativo de función común;Completado;El Sistema de Información y Atención Ciudadana, tiene como objetivo la coordinación de todos los espacios de atención del Servicio, los que recepcionan, administran y canalizan las solicitudes de información ciudadana, mediante una gestión con una metodología moderna, procedimientos de derivación expeditos, sistemas de registro, plan de difusión y sistematización de la información para retroalimentar al Servicio, todo ello basado en el acceso igualitario, la calidad de servicio y la participación ciudadana.;Oficina de partes;Jefe de unidad jurídica;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Solicitud de un(a) ciudadano(a) referente a consultas, sugerencias, felicitaciones y/o reclamos;Oficio de respuesta al ciudadano(a),.;;19.880;https://www.bcn.cl/leychile/navegar?idNorma=210676;;;;;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;Sí;;;Expediente con documentos en formato físico y electrónico (mixto);Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://tramites.dep.gob.cl/tramites/iniciar/170;;;2;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;;Sí;;Sí;;;Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;;Sí;Sólo por medios electrónicos.;;Solo por medios eléctronicos;No;;;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SUB-00559;Subsecretaría de Salud Pública;PT-SUB00559-00298;Pronunciamiento licencias médicas del Seguro para el Acompañamiento de Niños, Niñas y Adolescentes (SANNA), en virtud de la Ley N°21.063;Procedimiento administrativo de función específica;Completado;Proceso de tramitación y calificación médica de licencias  medicas en Plataforma SANNA Centralizada (PSC) que permite a padres, madres y/o cuidadores trabajadores, de niños y niñas afectados por una condición grave de salud ,a ausentarse justificadamente de su trabajo durante el  periodo  que el hijo o hija requiera atención y acompañamiento y a recibir el  pago de un subsidio que reemplace la remuneración total o parcial según los requisitos que se establecen en la Ley N°21.063 y su reglamento, el D.S N°69/2018 del Ministerio del Trabajo y Previsión Social.;Gabinete;Subsecretaría Salud Pública - Departamento COMPIN Nacional - Profesional de la Sección Operaciones;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Recepción , ingreso y admisibilidad de las licencias medicas SANNA, tramitadas en Plataforma SANNA Centralizada (PSC) ;Resolución, que autoriza, modifica (amplía, reduce, pendiente) o rechaza una licencia médica SANNA y otorga la respectiva determinación de derecho a pago del subsidio al trabajador(a), registrada en Plataforma SANNA Centralizada (PSC).;Prestaciones;Ley N°21063;https://bcn.cl/3p1qj;No;Persona natural: Todo individuo de la especie humana, cualquiera sea su sexo, edad, raza o condición social;No aplica;Se puede realizar durante todo el año;;Nivel 4;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato físico y electrónico (mixto);Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://www.milicenciamedica.cl/;Sí;https://www.chileatiende.gob.cl/fichas/53276-seguro-para-el-acompanamiento-de-ninos-y-ninas-afectados-por-una-condicion-grave-de-salud-ley-sanna;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);Sí;Sí;Sí;Sí;Ambos medios;Solo por medios eléctronicos;Solo por medios eléctronicos;Sí;No;;Sí, realiza envíos por medios electrónicos propios y deja trazabilidad en la plataforma Doc Digital
PE-SER-00605;Servicio Local de Educación Pública de Valparaíso;PT-SER00605-00092;Monitoreo de convenios de Desempeño de Alta Dirección Pública de Establecimientos Escolares;Procedimiento administrativo de función específica;Completado;Proceso que monitorea el cumplimiento de los convenios de Alta Dirección Pública de Establecimientos Escolares en función del ajuste de los medios de verificación a las notas técnicas de cada indicador del convenio de dirección de establecimiento. Se entrega también asesoramiento a los directores/as en la construcción de los medios de verificación.;Otro;Profesional del equipo de Procesos y Resultados Educativos;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Firma de convenio de Alta Dirección Pública de Establecimiento Educacional;Informe final de Comisión Evaluadora;Otros;21040;https://www.bcn.cl/leychile/navegar?idNorma=1111237;No;Persona natural: Todo individuo de la especie humana, cualquiera sea su sexo, edad, raza o condición social;No aplica;Se puede realizar durante todo el año;;Nivel 4;No aplica porque no considera ingreso de solicitudes;Sí;;Sí;;Expediente con documentos en formato electrónico;No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://www.slepvalparaiso.gob.cl/;No;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;;Sí;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;No;;;;;;;No;No;;No considera comunicaciones oficiales
PE-SUB-00559;Subsecretaría de Salud Pública;PT-SUB00559-00299;Fiscalización de licencias médicas;Procedimiento administrativo de función específica;Completado;Procedimiento destinado a verificar el correcto otorgamiento y uso de las licencias médicas emitidas, identificando irregularidades o mal uso del subsidio por incapacidad laboral, en concordancia con lo establecido en la Ley N°20585, el DFL N° 1/2005 del Ministerio de Salud, la Ley N° 16.395, y el Reglamento de Licencias Médicas D.S. N° 3/1984 del Ministerio de Salud.;Gabinete;Subsecretaría Salud Pública - Departamento COMPIN Nacional - Encargado(a) de Sección Desarrollo Territorial;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Recepción de solicitudes de fiscalización;Resolución Exenta de sanción o cierre del expediente;Pronunciamiento;Ley N°20.585;https://bcn.cl/2jx9z;No;Órganos de la administración del Estado;No aplica;Se puede realizar durante todo el año;;Nivel 4;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;Sí, los(as) interesados(as) tienen acceso al expediente electrónico;https://midas.minsal.cl/midas/;No;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;;Sí;;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;Sí;Sí;Sólo por medios electrónicos.;Solo por medios eléctronicos;Ambos medios;No;No;;No considera comunicaciones oficiales
PE-SER-00608;Servicio Local de Educación Pública de Colchagua;TR-SER00608-00077;Atención Ciudadana, reclamos y sugerencias ;Otra Tramitación;Completado;Procedimiento destinado a dar respuesta a consultas, reclamos, sugerencias o felicitaciones de la ciudadanía.;Oficina de partes;juridica;;;;Atención y/o información ciudadana;19880;https://www.bcn.cl/leychile/navegar?idNorma=210676;No;Persona natural: Todo individuo de la especie humana, cualquiera sea su sexo, edad, raza o condición social;No aplica;Se puede realizar durante todo el año;;Nivel 5;El ingreso de solicitudes se realiza por medios electrónicos;Sí;;;;Expediente con documentos en formato electrónico;Sí, los(as) interesados(as) tienen acceso al expediente electrónico;http://tramites.slepcolchagua.cl/tramites/iniciar/42;No;;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;Sí;;;;;Sí;;;Utiliza ClaveÚnica como mecanismo de autenticación digital para funcionarios;Utiliza firma electrónica avanzada del Estado (FirmaGob);Sí;Sí;;Sí;Sólo por medios electrónicos.;;Solo por medios eléctronicos;No;No;;No considera comunicaciones oficiales
PE-SER-01522;Servicio Nacional de Migraciones;PT-SER01522-00041;Cobranza Prejudicial;Procedimiento administrativo de función específica;Completado;Conjunto de gestiones a empleadores, empresas de transporte y personas naturales que mantengan multas cursadas impagas, a fin de obtener el pago de la sanción pecuniaria debida, sin necesidad de que medie una demanda ejecutiva o se requiera de un tercero imparcial para que ordene el pago.;Fiscalía - jurídica;Jefe de Unidad de Cobranza Prejudicial;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Minuta de multas impagas;Oficio de Cobranza Prejudicial;Otros;21.325;https://www.bcn.cl/leychile/navegar?idNorma=1158549;Sí;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 0;;;Sí;;;Expediente con documentos en formato físico;;;No;;;;;;;;;;;;;;No utiliza firma electrónica avanzada;Sí;;;Sí;;;Solo por medios físicos;No;No;;No considera comunicaciones oficiales
PE-SUB-00559;Subsecretaría de Salud Pública;PT-SUB00559-00300;Recurso de reposición trabajador FONASA contra resolución de licencias médicas de COMPIN;Procedimiento administrativo de función específica;Completado;Procedimiento mediante el cual los trabajadores afiliados a FONASA pueden solicitar la revisión de una resolución de rechazo o modificación de una licencia médica emitida por la COMPIN, amparado en la Ley N° 19.880, sobre procedimientos administrativos, y el DFL N° 1/2005 del Ministerio de Salud.;Gabinete;Subsecretaría Salud Pública - Departamento COMPIN Nacional - Profesional de la Sección Desarrollo Territorial;Solicitud de partes: Solicitados por una parte interesada, cuya solicitud determina en principio y por sí misma el origen del procedimiento administrativo.;Presentación del recurso de reposición a COMPIN;Resolución generada de forma automática en el sistema;Pronunciamiento;Ley N°19880;https://bcn.cl/2f82e;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar durante todo el año;;Nivel 4;El ingreso de solicitudes se realiza por medios electrónicos;Sí;Sí;;;Expediente con documentos en formato físico y electrónico (mixto);No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://www.milicenciamedica.cl/;Sí;https://www.chileatiende.gob.cl/fichas/53052-estado-de-una-licencia-medica-solo-asegurados-de-fonasa;1;Las plataformas electrónicas soportan todas las etapas de tramitación de este registro;;;Sí;;;;Sí;;;Utiliza un mecanismo propio de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;Sí;Sí;;Sí;Sólo por medios electrónicos.;;Solo por medios eléctronicos;No;No;;No considera comunicaciones oficiales
PE-SER-00605;Servicio Local de Educación Pública de Valparaíso;PT-SER00605-00093;Acompañamiento pedagógico al aula;Procedimiento administrativo de función específica;Completado;Mediante este proceso, la UATP elabora un Plan de Acompañamiento técnico pedagógico al aula con foco en la observación y retroalimentación. Dicho plan considera las características de todos los establecimientos educacionales bajo dependencia del SLEP Valparaíso, el cual consta de 5 actividades (socialización, capacitación, monitoreo, evaluación y reflexión sobre la pauta de acompañamiento en aula).;Áreas asociadas al mandato institucional;Encargado de Mejora Continua y Acompañamiento Técnico Pedagógico;De oficio: Por propia iniciativa, como consecuencia de una orden superior, a petición de otros órganos o por denuncia.;Elaboración y sanción del Plan de Acompañamiento al Aula;Informe final de cumplimiento del Plan de Acompañamiento al Aula;Otros;21040;https://www.bcn.cl/leychile/navegar?idNorma=1111237;No;Ambos tipos de personas: Persona natural y jurídica;No aplica;Se puede realizar sólo en algunos períodos del año;;Nivel 1;;;Sí;Sí;;Expediente con documentos en formato físico y electrónico (mixto);No, los(as) interesados(as) no tienen acceso al expediente electrónico;https://www.slepvalparaiso.gob.cl/;No;;1;Las plataformas electrónicas soportan parcialmente las etapas de tramitación de este registro;;;;;Sí;;;;Sí;Utiliza un mecanismo propio de autenticación digital para funcionarios;No utiliza firma electrónica avanzada;No;;;;;;;No;No;;No considera comunicaciones oficiales
