inst_origen,inst_destino,soporte_total,n_pares_servicio,frac_prom_ponderada
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,SUBSECRETARIA DE PREVISION SOCIAL,2478,1,0.9628732849071832
SERVICIO DE IMPUESTOS INTERNOS,MUNICIPALIDAD DE SAN CLEMENTE,2469,1,0.8950992304576751
INSTITUTO DE PREVISION SOCIAL,MUNICIPALIDAD DE RECOLETA,2468,1,0.880064829821718
MINISTERIO DE DESARROLLO SOCIAL,PRESIDENCIA DE LA REPUBLICA,2459,1,0.9272061813745424
SERVICIO CIVIL,SERVICIO DE SALUD COQUIMBO,2448,1,0.9562908496732028
MINISTERIO DE DESARROLLO SOCIAL,INSTITUTO DE SALUD PUBLICA DE CHILE,2444,1,0.955810147299509
SERVICIO DE COOPERACION TECNICA,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,2431,1,0.8527354997943233
GENDARMERIA DE CHILE,CONTRALORIA,2425,1,0.9055670103092783
SUBSECRETARIA DE EDUCACION,SERVICIO CIVIL,2377,1,0.8931426167437947
ACEPTA.COM S.A.,DIRECCION GENERAL DE AGUAS,2376,1,0.8560606060606061
ACEPTA.COM S.A.,SUPERINTENDENCIA DE SERVICIOS SANITARIOS,2346,1,0.8793691389599319
SUBSECRETARIA DE REDES ASISTENCIALES,SUBSECRETARIA DE JUSTICIA,2346,1,0.9185848252344416
SUBSECRETARIA DE REDES ASISTENCIALES,MINISTERIO PUBLICO,2338,1,0.8875106928999145
SUBSECRETARIA DE SALUD PUBLICA,SERVICIO AGRICOLA Y GANADERO,2307,1,0.8612917208495882
SECRETARIA DE GOBIERNO DIGITAL,MUNICIPALIDAD DE SAN CLEMENTE,2306,1,0.8594969644405898
SERVICIO CIVIL,SUBSECRETARIA DE BIENES NACIONALES,2299,1,0.8677685950413223
DIRECCION NACIONAL DEL SERVICIO CIVIL,CARABINEROS DE CHILE,2292,1,0.8534031413612565
COMISION PARA EL MERCADO FINANCIERO,FUERZA AEREA DE CHILE,2276,1,0.8602811950790861
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,AGENCIA NACIONAL DE CIBERSEGURIDAD,2265,1,0.882560706401766
CONTRALORIA,SUBSECRETARIA DE EDUCACION,2264,1,0.8692579505300353
INSTITUTO SEGURIDAD LABORAL,SUBSECRETARIA DE EVALUACION SOCIAL,2259,1,0.8574590526781762
SUBSECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA,CARABINEROS DE CHILE,2227,1,0.8814548720251459
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,MUNICIPALIDAD DE COLINA,2212,1,0.885623869801085
CONTRALORIA GENERAL DE LA REPUBLICA,DIRECCION NACIONAL DEL SERVICIO CIVIL,2197,1,0.9494765589440146
SUBSECRETARIA DE EDUCACION,SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,2191,1,0.9100867183934276
MUNICIPALIDAD DE LAS CONDES,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,2179,1,0.8949059201468563
SUBSECRETARIA DE TELECOMUNICACIONES,BPO ADVISORS SPA,2162,1,0.9209065679925994
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",DOCDIGITAL,2160,1,0.9347222222222222
SUBSECRETARIA DE EDUCACION,SUBSECRETARIA DE SERVICIOS SOCIALES,2160,1,0.9657407407407408
UNIVERSIDAD DE LA FRONTERA,SUBSECRETARIA DE TELECOMUNICACIONES,2151,1,0.9600185960018596
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,FONDO DE SOLIDARIDAD E INVERSION SOCIAL,2135,1,0.8590163934426229
SUBSECRETARIA DE REDES ASISTENCIALES,SUBSECRETARIA DE PREVENCION DEL DELITO,2122,1,0.9962299717247879
SUBSECRETARIA DEL TRABAJO,CAJA DE PREVISION DE LA DEFENSA NACIONAL,2115,1,0.9716312056737588
ACEPTA.COM S.A.,AFP UNO,2112,1,0.9990530303030303
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",MUNICIPALIDAD DE SAN CLEMENTE,2112,1,0.9303977272727272
SUBSECRETARIA DE EDUCACION,SERVICIO DE COOPERACION TECNICA,2111,1,0.936049265750829
DIRECCION GENERAL DE MOVILIZACION NACIONAL,INSTITUTO DE PREVISION SOCIAL,2104,1,0.8845057034220533
CONTRALORIA GENERAL DE LA REPUBLICA,DIRECCION GENERAL DE MOVILIZACION NACIONAL,2096,1,0.862118320610687
SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,SUBSECRETARIA DE PREVISION SOCIAL,2094,1,0.9727793696275072
SUBSECRETARIA DE REDES ASISTENCIALES,SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,2084,1,0.9011516314779272
SRCEI,MUNICIPALIDAD DE ZAPALLAR,2065,1,0.853268765133172
SERVICIO DE TESORERIAS,MUNICIPALIDAD DE LO BARNECHEA,2035,1,0.8756756756756757
FONDO NACIONAL DE SALUD,SERVICIO DE SALUD MAULE,2010,1,0.9293532338308458
INSTITUTO DE DESARROLLO AGROPECUARIO,MINISTERIO PUBLICO,2006,1,0.8718843469591226
ACEPTA.COM S.A.,MUNICIPALIDAD DE TEMUCO,1993,1,0.8871048670346212
SERVICIO CIVIL,CAJA DE PREVISION DE LA DEFENSA NACIONAL,1988,1,0.9813883299798792
SERVICIO DE SALUD MAULE,SUBSECRETARIA DE EVALUACION SOCIAL,1955,1,0.8639386189258312
MINISTERIO DE DESARROLLO SOCIAL,SERVICIO DE SALUD NUBLE,1947,1,0.8685156651258347
SERVICIO AGRICOLA Y GANADERO,ADMINISTRADORA DE FONDOS DE CESANTIA,1942,1,0.8527291452111225
"MINISTERIO DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO",MINISTERIO PUBLICO,1939,1,0.8586900464156781
PODER JUDICIAL,DOCDIGITAL,1938,1,0.8968008255933952
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,CAJA DE PREVISION DE LA DEFENSA NACIONAL,1937,1,0.9726381001548788
CONTRALORIA GENERAL DE LA REPUBLICA,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,1935,1,1.0
SERVICIO DE COOPERACION TECNICA,SUBSECRETARIA DE BIENES NACIONALES,1902,1,0.8638275499474237
DIRECCION GENERAL DEL TERRITORIO MARITIMO Y MARINA MERCANTE,MINISTERIO PUBLICO,1897,1,0.8929889298892989
SERVICIO CIVIL,MUNICIPALIDAD DE COLINA,1882,1,0.8777895855472901
SERVICIO AGRICOLA Y GANADERO,PODER JUDICIAL,1877,1,0.945125199786894
SERVICIO DE TESORERIAS,DOCDIGITAL,1875,1,0.984
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SERVICIO DE SALUD NUBLE,1872,1,0.8659188034188035
AGENCIA DE CALIDAD DE LA EDUCACION,MINISTERIO PUBLICO,1862,1,0.9656283566058004
INSTITUTO DE PREVISION SOCIAL,MUNICIPALIDAD DE ANTOFAGASTA,1857,1,0.984921917070544
MUNICIPALIDAD DE NUNOA,SUBSECRETARIA DE REDES ASISTENCIALES,1853,1,0.9692390717754992
SERVICIO DE TESORERIAS,SUBSECRETARIA DE PREVENCION DEL DELITO,1850,1,0.8562162162162162
SUBSECRETARIA DE EVALUACION SOCIAL,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,1849,1,0.8810167658193618
FONDO NACIONAL DE SALUD,AGENCIA NACIONAL DE CIBERSEGURIDAD,1844,1,0.972885032537961
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",DIRECCION DE EDUCACION PUBLICA,1841,1,0.8843020097772949
DIRECCION DEL TRABAJO,MUNICIPALIDAD DE CORONEL,1839,1,0.8618814573137574
SUBSECRETARIA DE PREVENCION DEL DELITO,MINISTERIO PUBLICO,1832,1,0.9366812227074236
SERVICIO AGRICOLA Y GANADERO,AGENCIA NACIONAL DE CIBERSEGURIDAD,1817,1,1.0
DIRECCION DEL TRABAJO,FONDO NACIONAL DE SALUD,1810,1,0.8740331491712707
SERVICIO AGRICOLA Y GANADERO,SERVICIO ELECTORAL,1810,1,0.981767955801105
SERVICIO ELECTORAL,SUBSECRETARIA DE EVALUACION SOCIAL,1808,1,0.8501106194690266
MINISTERIO DE DESARROLLO SOCIAL,CERTIFICADORA DEL SUR,1795,1,0.9721448467966574
SERVICIO DE SALUD MAULE,MUNICIPALIDAD DE SAN CLEMENTE,1787,1,0.8640179071068831
SERVICIO CIVIL,SERVICIO NACIONAL DE PROTECCION ESPECIALIZADA A LA NINEZ Y ADOLESCENCIA,1786,1,0.8667413213885778
SERVICIO DE TESORERIAS,SUBSECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA,1780,1,0.8629213483146068
PODER JUDICIAL,SERVICIO NACIONAL DE PROTECCION ESPECIALIZADA A LA NINEZ Y ADOLESCENCIA,1773,1,0.862380146644106
SUBSECRETARIA DE TELECOMUNICACIONES,MINISTERIO PUBLICO,1765,1,0.918413597733711
SUBSECRETARIA DE EVALUACION SOCIAL,SUBSECRETARIA DE BIENES NACIONALES,1758,1,0.8640500568828214
SECRETARIA DE GOBIERNO DIGITAL,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,1757,1,0.9869095048377916
MINISTERIO PUBLICO,SUBSECRETARIA DE PREVISION SOCIAL,1753,1,0.9617798060467768
DIRECCION GENERAL DE MOVILIZACION NACIONAL,SERVICIO NACIONAL DEL CONSUMIDOR,1746,1,0.8608247422680413
CORPORACION NACIONAL DE DESARROLLO INDIGENA,SUBSECRETARIA DE BIENES NACIONALES,1741,1,0.8954623779437105
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,DOCDIGITAL,1739,1,0.906843013225992
ACEPTA.COM S.A.,DIRECCION GENERAL DE CREDITO PRENDARIO,1730,1,0.9040462427745664
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,CERTIFICADORA DEL SUR,1718,1,0.8742724097788126
GENDARMERIA DE CHILE,CONTRALORIA GENERAL DE LA REPUBLICA,1717,1,0.8654630168899243
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SUBSECRETARIA DE BIENES NACIONALES,1702,1,0.9976498237367802
SUBSECRETARIA DE REDES ASISTENCIALES,AFP UNO,1700,1,0.9894117647058824
SERVICIO AGRICOLA Y GANADERO,SERVICIO DE IMPUESTOS INTERNOS,1695,1,0.9227138643067848
MINISTERIO DE DESARROLLO SOCIAL,SERVICIO DE SALUD TARAPACA,1690,1,0.8757396449704142
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SERVICIO DE SALUD MAULE,1685,1,0.8700296735905044
SUBSECRETARIA DE TELECOMUNICACIONES,SUBSECRETARIA DEL TRABAJO,1679,1,0.8689696247766527
SUBSECRETARIA DE JUSTICIA,CERTIFICADORA DEL SUR,1674,1,0.9970131421744324
SERVICIO CIVIL,DOCDIGITAL,1671,1,0.8988629563135847
SERVICIO DE EVALUACION AMBIENTAL,FONDO NACIONAL DE SALUD,1670,1,0.8502994011976048
SUBSECRETARIA DE JUSTICIA,JUNTA NACIONAL DE JARDINES INFANTILES,1669,1,0.9322947872977831
DIRECCION GENERAL DE MOVILIZACION NACIONAL,MUNICIPALIDAD DE COLINA,1664,1,0.8545673076923077
FONDO NACIONAL DE SALUD,SERVICIO NACIONAL DE PROTECCION ESPECIALIZADA A LA NINEZ Y ADOLESCENCIA,1661,1,0.9536423841059604
SUBSECRETARIA DE EDUCACION,CORPORACION NACIONAL DE DESARROLLO INDIGENA,1656,1,0.9305555555555556
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,SUBSECRETARIA DE TELECOMUNICACIONES,1653,1,0.8560193587416818
ACEPTA.COM S.A.,SERVICIO DE SALUD NUBLE,1651,1,0.9230769230769232
SUBSECRETARIA DE TELECOMUNICACIONES,SUBSECRETARIA DE TRANSPORTES,1651,1,0.9182313749242884
MINISTERIO DE DESARROLLO SOCIAL,SUPERINTENDENCIA DE CASINOS DE JUEGOS,1638,1,0.8681318681318682
SUBSECRETARIA DE EDUCACION,COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,1632,1,0.8805147058823529
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,CAJA DE PREVISION DE LA DEFENSA NACIONAL,1630,1,0.9877300613496932
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,MUNICIPALIDAD DE COLINA,1623,1,0.9081947011706716
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SERVICIO ELECTORAL,1618,1,0.9060568603213844
COMISION PARA EL MERCADO FINANCIERO,MUNICIPALIDAD DE SAN CLEMENTE,1616,1,0.8719059405940595
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",FUERZA AEREA DE CHILE,1612,1,0.8542183622828784
CORPORACION NACIONAL DE DESARROLLO INDIGENA,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,1611,1,0.8621973929236499
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SUBSECRETARIA DE DERECHOS HUMANOS,1599,1,0.8711694809255784
SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,SUBSECRETARIA DE VIVIENDA Y URBANISMO,1591,1,0.9226901319924575
GENDARMERIA DE CHILE,DIRECCION GENERAL DE MOVILIZACION NACIONAL,1580,1,0.9291139240506328
FONDO NACIONAL DE SALUD,SERVICIO DE SALUD TARAPACA,1572,1,0.8505089058524173
SECRETARIA DE GOBIERNO DIGITAL,SUBSECRETARIA DE TELECOMUNICACIONES,1569,1,0.9075844486934354
UNIVERSIDAD DE LA FRONTERA,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,1568,1,0.9355867346938777
SERVICIO NACIONAL DEL CONSUMIDOR,DOCDIGITAL,1567,1,0.8895979578813018
SUBSECRETARIA DE JUSTICIA,AFP MODELO,1567,1,0.9508615188257816
SUBSECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA,JUNTA NACIONAL DE JARDINES INFANTILES,1566,1,0.925925925925926
FONDO NACIONAL DE SALUD,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,1558,1,0.9993581514762516
SUBSECRETARIA DE SALUD PUBLICA,SUBSECRETARIA DE EDUCACION,1555,1,0.8565916398713826
SERVICIO DE IMPUESTOS INTERNOS,DOCDIGITAL,1553,1,0.871216999356085
PODER JUDICIAL,MUNICIPALIDAD DE SAN CLEMENTE,1542,1,0.877431906614786
SUBSECRETARIA DE TELECOMUNICACIONES,ESIGN S.A.,1536,1,0.951171875
SERVICIO ELECTORAL,DOCDIGITAL,1535,1,0.8762214983713354
SUBSECRETARIA GENERAL DE GOBIERNO,SUBSECRETARIA DE EVALUACION SOCIAL,1532,1,0.8883812010443864
SUBSECRETARIA DE SALUD PUBLICA,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,1530,1,0.8745098039215686
FONDO NACIONAL DE SALUD,SERVICIO LOCAL DE EDUCACION PUBLICA DE CHINCHORRO,1526,1,0.9842726081258192
SERVICIO AGRICOLA Y GANADERO,SUBSECRETARIA DE VIVIENDA Y URBANISMO,1524,1,0.863517060367454
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE PADRE HURTADO,1517,1,0.8727752142386289
ACEPTA.COM S.A.,PODER JUDICIAL,1510,1,0.9463576158940398
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SECRETARIA DE GOBIERNO DIGITAL,1500,1,0.858
ACEPTA.COM S.A.,MUNICIPALIDAD DE QUILICURA,1482,1,0.9615384615384616
SUBSECRETARIA DE REDES ASISTENCIALES,PODER JUDICIAL,1463,1,0.9166097060833904
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,SERVICIO NACIONAL DE ADUANAS,1458,1,0.8834019204389575
SERVICIO AGRICOLA Y GANADERO,MUNICIPALIDAD DE COLINA,1455,1,1.0
SERVICIO SALUD METROPOLITANO SUR ORIENTE,MINISTERIO PUBLICO,1436,1,0.871866295264624
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,DOCDIGITAL,1435,1,0.8857142857142857
SRCEI,DIRECCION DE CONTABILIDAD Y FINANZAS,1433,1,0.900907187718074
PODER JUDICIAL,SUBSECRETARIA DE JUSTICIA,1428,1,0.9243697478991597
ACEPTA.COM S.A.,SERVICIO DE SALUD LIBERTADOR GENERAL BERNARDO O'HIGGINS,1425,1,0.856140350877193
SUBSECRETARIA DE EVALUACION SOCIAL,E-DIGITAL PKI SPA.,1418,1,0.9019746121297604
CONTRALORIA GENERAL DE LA REPUBLICA,SUBSECRETARIA DE TRANSPORTES,1416,1,0.8778248587570622
MUNICIPALIDAD DE VALPARAISO,FONDO DE SOLIDARIDAD E INVERSION SOCIAL,1413,1,0.9072894550601556
MINISTERIO DE DESARROLLO SOCIAL,INSTITUTO NACIONAL DE LA JUVENTUD,1410,1,0.8858156028368794
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,1407,1,0.9872068230277186
MINISTERIO DE EDUCACION,SUBSECRETARIA DE PREVISION SOCIAL,1406,1,0.9907539118065434
INSTITUTO DE DESARROLLO AGROPECUARIO,SUBSECRETARIA DE EVALUACION SOCIAL,1399,1,0.8820586132952108
SERVICIO AGRICOLA Y GANADERO,CAJA DE PREVISION DE LA DEFENSA NACIONAL,1399,1,1.0
SUBSECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA,E-DIGITAL PKI SPA.,1390,1,0.9805755395683452
SUPERINTENDENCIA DE SALUD,MUNICIPALIDAD DE COLINA,1390,1,0.8762589928057554
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SERVICIO NACIONAL DE PROTECCION ESPECIALIZADA A LA NINEZ Y ADOLESCENCIA,1382,1,0.8603473227206947
SERVICIO AGRICOLA Y GANADERO,SERVICIO DE SALUD METROPOLITANO ORIENTE,1380,1,0.8572463768115942
SERVICIO AGRICOLA Y GANADERO,SERVICIO SALUD ARAUCANIA SUR,1379,1,0.9535895576504714
SUBSECRETARIA DE REDES ASISTENCIALES,SUBSECRETARIA DE TRANSPORTES,1379,1,0.9137055837563451
SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,SUBSECRETARIA DE EVALUACION SOCIAL,1378,1,0.897677793904209
MUNICIPALIDAD DE LAS CONDES,FONDO NACIONAL DE SALUD,1371,1,0.8803792851932896
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",SUBSECRETARIA DE TELECOMUNICACIONES,1370,1,0.9226277372262772
SUBSECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA,SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,1367,1,0.8836869056327725
SERVICIO NACIONAL DEL CONSUMIDOR,MINISTERIO PUBLICO,1366,1,0.8550512445095169
SERVICIO NACIONAL DE CAPACITACION Y EMPLEO,SUBSECRETARIA DE EDUCACION,1365,1,0.8666666666666667
SUBSECRETARIA DE JUSTICIA,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,1364,1,0.9413489736070382
MINISTERIO DE DESARROLLO SOCIAL,SUBSECRETARIA DE DERECHOS HUMANOS,1357,1,0.89240972733972
SERVICIO DE SALUD ARICA Y PARINACOTA,MINISTERIO PUBLICO,1357,1,0.8784082535003684
SUBSECRETARIA DE EDUCACION,SERVICIO NACIONAL DEL PATRIMONIO CULTURAL,1354,1,0.9534711964549483
SUBSECRETARIA DE EVALUACION SOCIAL,MUNICIPALIDAD DE COLINA,1353,1,0.8706577974870657
COMISION PARA EL MERCADO FINANCIERO,MUNICIPALIDAD DE VALDIVIA,1348,1,0.8805637982195845
DIRECCION CHILECOMPRA,DOCDIGITAL,1348,1,0.9109792284866469
MINISTERIO DE DESARROLLO SOCIAL,FUERZA AEREA DE CHILE,1346,1,0.9435364041604757
UNIVERSIDAD DE LA FRONTERA,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,1344,1,0.9538690476190477
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,MUNICIPALIDAD DE VINA DEL MAR,1339,1,0.8528752800597461
CONTRALORIA GENERAL DE LA REPUBLICA,FONDO NACIONAL DE SALUD,1337,1,1.0
INSTITUTO DE PREVISION SOCIAL,AFP MODELO,1335,1,0.899625468164794
INSTITUTO DE PREVISION SOCIAL,MUNICIPALIDAD DE CORONEL,1333,1,1.0
MINISTERIO DE DESARROLLO SOCIAL,CENTRO DE FORMACION TECNICA DE LA REGION DE TARAPACA,1331,1,0.8700225394440271
SUBSECRETARIA DEL TRABAJO,SUBSECRETARIA DE EDUCACION,1331,1,0.9241172051089408
SERVICIO AGRICOLA Y GANADERO,INSTITUTO NACIONAL DE DEPORTES DE CHILE,1324,1,0.8972809667673716
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,SUBSECRETARIA DE BIENES NACIONALES,1323,1,0.8677248677248677
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,PRESIDENCIA DE LA REPUBLICA,1321,1,0.8887206661619985
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE LO BARNECHEA,1321,1,0.8690386071158214
SECRETARIA DE GOBIERNO DIGITAL,SERVICIO LOCAL DE EDUCACION PUBLICA DE CHINCHORRO,1319,1,0.8923426838514026
DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,DIRECCION DEL TRABAJO,1318,1,0.969650986342944
INSTITUTO DE PREVISION SOCIAL,SUBSECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA,1317,1,0.9157175398633256
SUBSECRETARIA DE JUSTICIA,SUBSECRETARIA DE BIENES NACIONALES,1316,1,0.9855623100303952
COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,SUBSECRETARIA DE EDUCACION,1310,1,0.9297709923664124
BPO ADVISORS SPA,DOCDIGITAL,1306,1,0.8575803981623277
SUBSECRETARIA DE ECONOMIA Y EMPRESAS DE MENOR TAMANO,SUBSECRETARIA DE PREVISION SOCIAL,1305,1,0.9762452107279692
CORPORACION NACIONAL DE DESARROLLO INDIGENA,JUNTA NACIONAL DE JARDINES INFANTILES,1303,1,0.8718342287029931
DIRECCION GENERAL DE MOVILIZACION NACIONAL,SECRETARIA DE GOBIERNO DIGITAL,1297,1,0.9375481881264457
SERVICIO CIVIL,PODER JUDICIAL,1294,1,0.8786707882534776
SUBSECRETARIA DE JUSTICIA,MUNICIPALIDAD DE COLINA,1287,1,0.9984459984459982
ACEPTA.COM S.A.,DIRECCION DE PROMOCION DE EXPORTACIONES,1286,1,0.8639191290824261
INSTITUTO NACIONAL DE ESTADISTICAS,DEFENSORIA PENAL PUBLICA,1286,1,0.8561430793157077
SUBSECRETARIA DE JUSTICIA,CAJA DE PREVISION DE LA DEFENSA NACIONAL,1286,1,1.0
SRCEI,MUNICIPALIDAD DE PENAFLOR,1279,1,0.8537920250195465
CORPORACION ADMINISTRATIVA DEL PODER JUDICIAL,MUNICIPALIDAD DE SAN CLEMENTE,1272,1,0.8844339622641509
SUBSECRETARIA DE TELECOMUNICACIONES,MINISTERIO DE DESARROLLO SOCIAL,1272,1,0.8954402515723271
DIRECCION GENERAL DEL TERRITORIO MARITIMO Y MARINA MERCANTE,COMISION PARA LA INTEGRIDAD PUBLICA Y TRANSPARENCIA,1271,1,0.8678206136900078
INSTITUTO DE PREVISION SOCIAL,INSTITUTO DE SALUD PUBLICA DE CHILE,1271,1,0.925255704169945
PODER JUDICIAL,TRIBUNAL CALIFICADOR DE ELECCIONES,1270,1,0.8606299212598425
CERTINET S.A.,SUBSECRETARIA DE TRANSPORTES,1267,1,0.9518547750591948
CONTRALORIA GENERAL DE LA REPUBLICA,COMISION ADMINISTRADORA DEL SISTEMA DE CREDITOS PARA ESTUDIOS SUPERIORES,1264,1,0.8544303797468354
MINISTERIO DE DESARROLLO SOCIAL,MUNICIPALIDAD DE VITACURA,1260,1,0.8523809523809524
ESIGN S.A.,SUBSECRETARIA DE PREVISION SOCIAL,1252,1,0.9712460063897763
SERVICIO DE TESORERIAS,FUERZA AEREA DE CHILE,1250,1,0.8864
ACEPTA.COM S.A.,DIRECCION GERENAL DEL CREDITO PRENDARIO,1248,1,0.8541666666666666
SRCEI,SERVICIO LOCAL DE EDUCACION PUBLICA COLCHAGUA,1244,1,0.8754019292604501
FONDO DE SOLIDARIDAD E INVERSION SOCIAL,MUNICIPALIDAD DE PUENTE ALTO,1230,1,0.9195121951219513
SUBSECRETARIA DE REDES ASISTENCIALES,SUBSECRETARIA DE BIENES NACIONALES,1226,1,0.9845024469820557
SERVICIO DE IMPUESTOS INTERNOS,FONDO DE SOLIDARIDAD E INVERSION SOCIAL,1225,1,0.8538775510204082
SERVICIO DE TESORERIAS,MUNICIPALIDAD DE CORONEL,1216,1,0.9580592105263158
UNIVERSIDAD DE LA FRONTERA,SERVICIO SALUD ARAUCANIA SUR,1216,1,0.8519736842105263
ACEPTA.COM S.A.,INSTITUTO NACIONAL DE DEPORTES DE CHILE,1213,1,0.9315746084089035
SERVICIO NACIONAL DEL CONSUMIDOR,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,1211,1,0.9810074318744841
SUBSECRETARIA GENERAL DE LA PRESIDENCIA DE LA REPUBLICA,SERVICIO NACIONAL DE PROTECCION ESPECIALIZADA A LA NINEZ Y ADOLESCENCIA,1209,1,0.9396195202646818
"SOCIEDAD ADMINISTRADORA DE FONDOS DE CESANTIA DE CHILE II S.A., AFC CHILE",UNIDAD DE ANALISIS FINANCIERO,1206,1,0.9577114427860697
MUNICIPALIDAD DE NUNOA,MINISTERIO PUBLICO,1197,1,0.9983291562238933
CONTRALORIA GENERAL DE LA REPUBLICA,DIRECCION DE COMPRAS Y CONTRATACION PUBLICA,1195,1,0.9121338912133892
SUBSECRETARIA DE TELECOMUNICACIONES,SUPERINTENDENCIA DE SALUD,1190,1,0.8722689075630252
SECRETARIA DE GOBIERNO DIGITAL,COMISION PARA EL MERCADO FINANCIERO,1188,1,0.8787878787878788
SERVICIO DE IMPUESTOS INTERNOS,DIRECCION DE CONTABILIDAD Y FINANZAS,1187,1,0.8525695029486099
FONDO NACIONAL DE SALUD,SUBSECRETARIA DE TELECOMUNICACIONES,1185,1,0.9856540084388186
SERVICIO AGRICOLA Y GANADERO,CONSEJO NACIONAL DE LA CULTURA Y LAS ARTES,1182,1,0.8570219966159053
SERVICIO CIVIL,AGENCIA NACIONAL DE CIBERSEGURIDAD,1177,1,0.8878504672897196
PODER JUDICIAL,SUBSECRETARIA DE TELECOMUNICACIONES,1162,1,0.8889845094664371
MINISTERIO DE DESARROLLO SOCIAL,AGENCIA NACIONAL DE INVESTIGACION Y DESARROLLO,1159,1,0.998274374460742
SERVICIO AGRICOLA Y GANADERO,POLICIA DE INVESTIGACIONES DE CHILE,1158,1,0.8903281519861831
CERTINET S.A.,SUBSECRETARIA DE EVALUACION SOCIAL,1157,1,0.9066551426101987
SERVICIO NACIONAL DE LA DISCAPACIDAD,SUBSECRETARIA DE TRANSPORTES,1155,1,0.9324675324675324
