institucion_origen,institucion_destino,soporte_total,n_pares_servicio,lift_max,categoria
Municipalidad de Las Condes,"Ministerio de las Culturas, las Artes y el Patrimonio",705,1,2.07,candidato_sin_verificar
Servicio Nacional de Capacitación y Empleo,Ministerio de Educación,705,1,1.68,candidato_sin_verificar
Servicio de Salud Arica y Parinacota,Contraloría General de la República,705,1,1.26,efecto_base_lift_bajo
Central de Abastecimiento del Sistema Nacional de Servicios de Salud,Dirección Nacional del Servicio Civil,704,1,11.92,candidato_sin_verificar
Certinet S.A.,Superintendencia de Pensiones,704,1,1.78,candidato_sin_verificar
Servicio Agrícola y Ganadero,Municipalidad de Quilicura,703,1,1.21,efecto_base_lift_bajo
Superintendencia de Educación,Subsecretaría de Desarrollo Regional y Administrativo,702,1,2.86,candidato_sin_verificar
Fondo Nacional de Salud,Servicio Nacional de Geología y Minería,701,2,1.33,efecto_base_lift_bajo
Instituto de Desarrollo Agropecuario,Subsecretaría de Bienes Nacionales,700,1,7.69,candidato_sin_verificar
Servicio de Tesorerías,Universidad de Chile,700,1,2.07,candidato_sin_verificar
Instituto de Seguridad Laboral,AFP Uno,698,1,2.23,candidato_sin_verificar
Contraloría General de la República,Tribunal Calificador de Elecciones de Chile‎,697,1,22.0,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Unidad de Análisis Financiero,697,1,6.28,candidato_sin_verificar
Dirección de Previsión de Carabineros de Chile,Secretaría de Gobierno Digital,696,1,1.23,efecto_base_lift_bajo
Dirección de Previsión de Carabineros de Chile,Caja de Previsión de la Defensa Nacional,695,1,2.47,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Universidad del Biobío,695,1,2.27,candidato_sin_verificar
Subsecretaría de Salud Pública,Central de Abastecimiento del Sistema Nacional de Servicios de Salud,694,1,46.66,candidato_sin_verificar
Servicio Agrícola y Ganadero,Servicio de Salud Magallanes,693,1,2.51,candidato_sin_verificar
Dirección del Trabajo,Ministerio de Relaciones Exteriores,693,1,1.46,efecto_base_lift_bajo
Ministerio Público,Dirección General de Aeronáutica Civil,692,1,8.43,candidato_sin_verificar
Superintendencia de Seguridad Social,Municipalidad de Colina,691,1,1.79,candidato_sin_verificar
Agencia de Calidad de la Educación,Secretaría de Gobierno Digital,690,1,5.28,candidato_sin_verificar
Poder Judicial,Servicio Nacional de Menores,690,1,3.05,candidato_sin_verificar
Servicio Nacional de Capacitación y Empleo,Servicio de Salud Coquimbo,689,1,1.89,candidato_sin_verificar
Municipalidad de Temuco,Comisión para la Integridad Pública y Transparencia,688,1,6.26,candidato_sin_verificar
Servicio Nacional del Consumidor,Municipalidad de Villarrica,687,1,2.3,candidato_sin_verificar
Servicio Nacional del Consumidor,Subsecretaría de Telecomunicaciones,687,1,1.99,candidato_sin_verificar
Instituto Nacional de Estadísticas,Municipalidad de Santiago,685,2,1.3,efecto_base_lift_bajo
Servicio Agrícola y Ganadero,Central de Abastecimiento del Sistema Nacional de Servicios de Salud,683,1,3.74,candidato_sin_verificar
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Servicio Nacional de Menores,682,1,1.58,candidato_sin_verificar
Superintendencia de Salud,Dirección del Trabajo,681,1,2.71,candidato_sin_verificar
Municipalidad de Recoleta,Contraloría General de la República,678,2,13.87,candidato_sin_verificar
Ministerio de Desarrollo Social y Familia,Servicio de Salud Osorno,678,1,1.76,candidato_sin_verificar
Subsecretaría de Justicia,Subsecretaría de Transportes,678,1,1.58,candidato_sin_verificar
Ministerio de Salud,AFP Uno,677,1,1.41,efecto_base_lift_bajo
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Municipios,676,1,1.46,efecto_base_lift_bajo
ACEPTA.COM S.A.,Unidad Administradora de los Tribunales Tributarios y Aduaneros,675,1,1.89,confirmado_acepta
Ministerio Público,Superintendencia de Educación,674,1,2.28,candidato_sin_verificar
Servicio Nacional de Turismo,Subsecretaría de Evaluación Social,672,1,3.23,artefacto_vus
Subsecretaría de Economía y Empresas de Menor Tamaño,Subsecretaría de Salud Pública,672,1,2.75,candidato_sin_verificar
Sociedad Administradora de Fondos de Cesantía de Chile S.A.,Subsecretaría de Salud Pública,672,1,1.42,efecto_base_lift_bajo
Secretaría de Gobierno Digital,Servicio Nacional de Pesca y Acuicultura,671,1,1.27,efecto_base_lift_bajo
Subsecretaría de Economía y Empresas de Menor Tamaño,Subsecretaría de Telecomunicaciones,670,2,6.29,candidato_sin_verificar
BPO Advisors SpA,Municipalidad de San Clemente,668,1,1.26,efecto_base_lift_bajo
Instituto de Previsión Social,Instituto Nacional de Derechos Humanos,667,1,1.63,candidato_sin_verificar
Ministerio de Salud,Subsecretaría de Economía y Empresas de Menor Tamaño,666,1,19.52,candidato_sin_verificar
Servicio de Impuestos Internos,Servicio Nacional de Turismo,665,1,1.62,candidato_sin_verificar
Municipalidad de Santiago,Certificadora del Sur,664,1,3.91,candidato_sin_verificar
Servicio de Salud Libertador General Bernardo O'Higgins,Superintendencia de Electricidad y Combustibles,663,1,4.63,candidato_sin_verificar
Dirección del Trabajo,Instituto Nacional de Derechos Humanos,663,1,2.01,candidato_sin_verificar
ACEPTA.COM S.A.,Tribunal Constitucional de Chile,662,1,1.74,confirmado_acepta
Ministerio Público,Superintendencia de Electricidad y Combustibles,662,1,1.42,efecto_base_lift_bajo
Dirección de Previsión de Carabineros de Chile,Subsecretaría del Interior,662,1,1.21,efecto_base_lift_bajo
Servicio de Salud Tarapacá,Dirección Nacional del Servicio Civil,661,1,13.48,candidato_sin_verificar
Tribunal Constitucional de Chile,Ministerio Público,661,1,7.59,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Tribunal Electoral Región de Valparaíso,661,1,1.28,efecto_base_lift_bajo
Dirección de Compras y Contratación Pública,Municipalidad de Los Angeles,660,1,2.84,candidato_sin_verificar
Servicio Nacional del Consumidor,Municipalidad de Valdivia,660,1,2.44,candidato_sin_verificar
Poder Judicial,Ministerio de Relaciones Exteriores,660,1,1.5,efecto_base_lift_bajo
Ministerio de Educación,Servicio Local de Educación Pública de Chinchorro,657,1,24.09,candidato_sin_verificar
Municipalidad de La Florida,Subsecretaría de Desarrollo Regional y Administrativo,657,1,1.94,candidato_sin_verificar
Subsecretaría de Justicia,Hospital Regional de Talca,655,1,1.71,candidato_sin_verificar
Dirección General del Crédito Prendario,Subsecretaría de Transportes,655,1,1.65,candidato_sin_verificar
Ministerio de Desarrollo Social y Familia,Servicio Nacional de Geología y Minería,655,1,1.53,candidato_sin_verificar
Comisión para el Mercado Financiero,Servicio Nacional de Pesca y Acuicultura,654,1,1.74,candidato_sin_verificar
Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol,Comisión para la Integridad Pública y Transparencia,653,1,3.39,candidato_sin_verificar
Subsecretaría de Vivienda y Urbanismo,Municipalidad de Lo Barnechea,653,1,1.84,candidato_sin_verificar
Ministerio Público,Subsecretaría de Telecomunicaciones,652,1,2.12,candidato_sin_verificar
Subsecretaría General de Gobierno,Subsecretaría de Bienes Nacionales,651,1,6.86,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Subsecretaría de Relaciones Exteriores,650,1,1.79,candidato_sin_verificar
Instituto de Previsión Social,Unidad de Análisis Financiero,650,1,1.28,efecto_base_lift_bajo
Servicio Nacional de Geología y Minería,Fondo Nacional de Salud,649,1,2.72,candidato_sin_verificar
Instituto de Previsión Social,Municipalidad de Osorno,649,1,1.44,efecto_base_lift_bajo
Servicio de Registro Civil e Identificación,Fiscalía Nacional Económica,649,1,1.28,efecto_base_lift_bajo
Municipalidad de Puente Alto,Carabineros de Chile,648,1,2.45,candidato_sin_verificar
Subsecretaría General de Gobierno,Subsecretaría de Vivienda y Urbanismo,645,1,3.0,candidato_sin_verificar
Agencia de Calidad de la Educación,Subsecretaría de Vivienda y Urbanismo,645,1,1.28,efecto_base_lift_bajo
Subsecretaría de Vivienda y Urbanismo,Agencia Nacional de Ciberseguridad,644,1,2.53,candidato_sin_verificar
Ministerio de Educación,Subsecretaría de Telecomunicaciones,642,1,18.36,candidato_sin_verificar
Servicio Agrícola y Ganadero,Superintendencia de Servicios Sanitarios,642,1,3.84,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Fondo de Solidaridad e Inversión Social,641,1,7.51,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Subsecretaría de Redes Asistenciales,641,1,1.23,efecto_base_lift_bajo
E-Sign S.A.,Superintendencia de Casinos de Juego,639,1,2.06,candidato_sin_verificar
Comisión Administradora del Sistema de Créditos para Estudios Superiores,Instituto de Salud Pública de Chile,638,1,2.31,candidato_sin_verificar
Subsecretaría de Bienes Nacionales,Contraloría General de la República,637,1,11.37,candidato_sin_verificar
Corporación de Asistencia Judicial de la Región del Biobío,Ministerio Público,636,1,3.98,candidato_sin_verificar
Municipalidad de Puerto Montt,Comisión para la Integridad Pública y Transparencia,635,1,10.67,candidato_sin_verificar
Subsecretaría General de la Presidencia de la República,Subsecretaría de Salud Pública,635,1,1.88,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Academia Politécnica Naval,635,1,1.24,efecto_base_lift_bajo
Servicio Nacional del Consumidor,Instituto Nacional de Derechos Humanos,634,1,3.77,candidato_sin_verificar
Certinet S.A.,Comisión para la Integridad Pública y Transparencia,633,1,5.57,candidato_sin_verificar
Subsecretaría de Transportes,Subsecretaría de Economía y Empresas de Menor Tamaño,632,2,111.16,candidato_sin_verificar
Servicio de Cooperación Técnica,Dirección del Trabajo,631,1,3.34,candidato_sin_verificar
Comisión Administradora del Sistema de Créditos para Estudios Superiores,Municipalidad de Lo Barnechea,631,1,1.32,efecto_base_lift_bajo
Comisión para el Mercado Financiero,Municipalidad de Navidad,630,1,1.76,candidato_sin_verificar
Municipalidad de Maipú,Contraloría General de la República,629,2,7.73,candidato_sin_verificar
Servicio de Evaluación Ambiental,Consejo Nacional de Televisión,628,1,3.61,candidato_sin_verificar
Municipalidad de Providencia,Servicio Agrícola y Ganadero,628,1,3.04,candidato_sin_verificar
Municipalidad de Ñuñoa,Subsecretaría de Telecomunicaciones,628,1,2.82,candidato_sin_verificar
Contraloría General de la República,"Ministerio de las Culturas, las Artes y el Patrimonio",626,1,8.19,candidato_sin_verificar
Agencia de Calidad de la Educación,Subsecretaría General de Gobierno,626,1,8.18,candidato_sin_verificar
Gobierno Regional de la Región de Los Lagos,Servicio Agrícola y Ganadero,625,1,2.02,candidato_sin_verificar
Servicio Agrícola y Ganadero,Unidad de Análisis Financiero,624,1,4.35,candidato_sin_verificar
Subsecretaría de Servicios Sociales,Municipalidad de Colina,624,1,2.65,candidato_sin_verificar
Municipalidad de Ñuñoa,Comisión Administradora del Sistema de Créditos para Estudios Superiores,623,1,2.03,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Municipalidad de Padre Hurtado,623,1,1.45,efecto_base_lift_bajo
Comisión Administradora del Sistema de Créditos para Estudios Superiores,Agencia Nacional de Ciberseguridad,622,1,1.81,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Municipalidad de San Pedro de la Paz,622,1,1.44,efecto_base_lift_bajo
Subsecretaría de Redes Asistenciales,Defensoría Penal Pública,621,2,2.31,candidato_sin_verificar
Contraloría General de la República,Corporación de Fomento de la Producción,620,1,7.85,candidato_sin_verificar
Servicio Nacional de Geología y Minería,Subsecretaría de Redes Asistenciales,620,1,1.68,candidato_sin_verificar
Corporación de Asistencia Judicial de la Región Metropolitana,Servicio de Salud Araucanía Sur,620,1,1.26,efecto_base_lift_bajo
Municipalidad de Ñuñoa,Servicio de Salud Metropolitano Oriente,619,1,8.0,candidato_sin_verificar
Certinet S.A.,Secretaría de Gobierno Digital,619,1,7.34,candidato_sin_verificar
Servicio Agrícola y Ganadero,Servicio Nacional de Geología y Minería,619,2,3.09,candidato_sin_verificar
Comisión para el Mercado Financiero,Consejo de Defensa del Estado,619,1,2.08,candidato_sin_verificar
Servicio de Impuestos Internos,Dirección General de Aeronáutica Civil,618,1,1.62,candidato_sin_verificar
Municipalidad de Maipú,Ministerio Público,617,1,1.86,candidato_sin_verificar
Subsecretaría de Justicia,Subsecretaría de las Culturas y las Artes,617,1,1.4,efecto_base_lift_bajo
Subsecretaría General de la Presidencia de la República,Universidad de Santiago de Chile,616,1,3.01,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Municipalidad de Coronel,616,1,1.51,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Subsecretaría General de la Presidencia de la República,615,1,1.94,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Unidad Administradora de los Tribunales Tributarios y Aduaneros,615,1,1.89,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Municipalidad de Pelarco,615,1,1.28,efecto_base_lift_bajo
Dirección de Compras y Contratación Pública,Municipalidad de Temuco,614,1,4.67,candidato_sin_verificar
ACEPTA.COM S.A.,Instituto Nacional de Estadísticas,614,1,1.68,confirmado_acepta
Subsecretaría de Desarrollo Regional y Administrativo,Junta Nacional de Jardines Infantiles,614,1,1.61,candidato_sin_verificar
Servicio Nacional del Consumidor,Municipalidad de Zapallar,613,1,2.34,candidato_sin_verificar
Ministerio de Desarrollo Social y Familia,Instituto Nacional de la Juventud,613,1,1.53,candidato_sin_verificar
Corporación de Asistencia Judicial de la Región Metropolitana,Subsecretaría de Bienes Nacionales,612,1,3.61,candidato_sin_verificar
Gendarmería de Chile,Subsecretaría de Economía y Empresas de Menor Tamaño,612,2,1.3,efecto_base_lift_bajo
Dirección General de Aeronáutica Civil,AFP Uno,611,1,1.97,candidato_sin_verificar
Central de Abastecimiento del Sistema Nacional de Servicios de Salud,Subsecretaría de Salud Pública,609,1,31.94,candidato_sin_verificar
Secretaría de Gobierno Digital,Municipalidad de Navidad,609,1,1.2,efecto_base_lift_bajo
Dirección de Previsión de Carabineros de Chile,Presidencia de la República,608,1,1.47,efecto_base_lift_bajo
ACEPTA.COM S.A.,Servicio de Salud Magallanes,607,1,1.66,confirmado_acepta
Instituto de Previsión Social,Corporación Nacional Forestal y de Protección de Recursos Naturales Renovables,607,1,1.48,efecto_base_lift_bajo
Servicio de Registro Civil e Identificación,Subsecretaría de Minería,607,1,1.29,efecto_base_lift_bajo
Poder Judicial,Subsecretaría General de Gobierno,606,1,1.91,candidato_sin_verificar
Servicio Agrícola y Ganadero,Ministerio de Salud,605,1,6.04,candidato_sin_verificar
Subsecretaría de Desarrollo Regional y Administrativo,Subsecretaría de Servicios Sociales,605,1,1.67,candidato_sin_verificar
Municipalidad de Maipú,Instituto de Seguridad Laboral,604,1,7.25,candidato_sin_verificar
Municipalidad de Las Condes,Subsecretaría de Justicia,604,1,4.76,candidato_sin_verificar
Servicio Local de Educación Pública de Colchagua,Subsecretaría de Evaluación Social,604,1,1.59,artefacto_vus
Servicio Electoral,Subsecretaría de Salud Pública,603,1,1.46,efecto_base_lift_bajo
Sanidad Naval de la Armada de Chile,Superintendencia de Electricidad y Combustibles,603,1,1.2,efecto_base_lift_bajo
Instituto de Seguridad Laboral,Subsecretaría de Salud Pública,602,1,4.9,candidato_sin_verificar
Municipalidad de Temuco,Ministerio Público,602,1,2.1,candidato_sin_verificar
Servicio Nacional de Capacitación y Empleo,Instituto Nacional de Derechos Humanos,602,1,1.71,candidato_sin_verificar
Comisión Administradora del Sistema de Créditos para Estudios Superiores,Municipalidad de Santiago,600,1,1.65,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Primer Tribunal Electoral,599,1,1.31,efecto_base_lift_bajo
Dirección General de Aeronáutica Civil,Subsecretaría de Salud Pública,598,1,1.5,candidato_sin_verificar
Instituto Nacional de Estadísticas,Municipalidad de Los Angeles,597,1,2.56,candidato_sin_verificar
Subsecretaría de Educación,Instituto de Seguridad Laboral,597,1,1.82,candidato_sin_verificar
Servicio de Salud Metropolitano Oriente,Comisión para el Mercado Financiero,597,1,1.49,efecto_base_lift_bajo
Dirección de Compras y Contratación Pública,Superintendencia del Medio Ambiente,595,1,3.49,candidato_sin_verificar
Servicio de Impuestos Internos,Municipalidad de Maullín,595,1,1.68,candidato_sin_verificar
ACEPTA.COM S.A.,Municipalidad de la Reina,591,1,1.96,confirmado_acepta
Subsecretaría de Derechos Humanos,Subsecretaría de Prevención del Delito,590,1,19.69,candidato_sin_verificar
BPO Advisors SpA,Agencia Nacional de Investigación y Desarrollo,590,1,1.79,candidato_sin_verificar
Subsecretaría de Transportes,Instituto Nacional de Estadísticas,588,1,49.73,candidato_sin_verificar
Contraloría General de la República,AFP Uno,588,1,2.65,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Municipalidad de la Reina,586,1,2.13,candidato_sin_verificar
Servicio de Impuestos Internos,Segundo Tribunal Electoral Región Metropolitana,585,1,1.59,candidato_sin_verificar
Fondo de Solidaridad e Inversión Social,Instituto Nacional de Deportes de Chile,584,1,1.86,candidato_sin_verificar
Servicio de Tesorerías,Servicio Agrícola y Ganadero,583,1,4.96,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Fuerza Aérea de Chile,582,1,2.48,candidato_sin_verificar
Municipalidad de Las Condes,Subsecretaría General de Gobierno,581,1,1.48,efecto_base_lift_bajo
Municipalidad de Valparaíso,Superintendencia de Pensiones,581,1,1.38,efecto_base_lift_bajo
Subsecretaría de Servicios Sociales,Caja de Previsión de la Defensa Nacional,579,1,1.45,efecto_base_lift_bajo
Contraloría General de la República,Subsecretaría de Previsión Social,578,1,1.99,candidato_sin_verificar
Instituto de Previsión Social,Defensa Civil de Chile,578,1,1.71,candidato_sin_verificar
Superintendencia de Educación Superior,Comisión para la Integridad Pública y Transparencia,577,1,5.97,candidato_sin_verificar
Poder Judicial,Secretaría de Gobierno Digital,576,1,2.07,candidato_sin_verificar
Ministerio de Salud,Municipalidad de Antofagasta,575,1,3.06,candidato_sin_verificar
Ministerio Público,Instituto Nacional de Derechos Humanos,574,1,5.81,candidato_sin_verificar
Cámara de Diputados de Chile,Fondo Nacional de Salud,574,1,1.58,candidato_sin_verificar
Corporación de Asistencia Judicial de la Región Metropolitana,Subsecretaría de Desarrollo Regional y Administrativo,574,1,1.44,efecto_base_lift_bajo
Superintendencia de Salud,Subsecretaría General de la Presidencia de la República,571,1,3.45,candidato_sin_verificar
Comisión Nacional de Riego,Servicio de Impuestos Internos,571,1,2.3,candidato_sin_verificar
Instituto Nacional de Deportes de Chile,Comisión para la Integridad Pública y Transparencia,570,1,9.6,candidato_sin_verificar
Superintendencia de Salud,Subsecretaría de Salud Pública,570,1,4.96,candidato_sin_verificar
Comisión Administradora del Sistema de Créditos para Estudios Superiores,Municipalidad de Coronel,569,1,1.95,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Fuerza Aérea de Chile,568,1,3.57,candidato_sin_verificar
Poder Judicial,Municipalidad de Pedro Aguirre Cerda,568,1,2.21,candidato_sin_verificar
Subsecretaría de Derechos Humanos,Certificadora del Sur,567,1,6.77,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Superintendencia de Insolvencia y Reemprendimiento,567,1,4.83,candidato_sin_verificar
Instituto de Desarrollo Agropecuario,E-Digital PKI SpA.,566,1,2.55,candidato_sin_verificar
Presidencia de la República,Contraloría General de la República,565,1,32.97,candidato_sin_verificar
Ejército de Chile,Subsecretaría de Salud Pública,565,1,1.26,efecto_base_lift_bajo
Instituto Nacional de la Juventud,Poder Judicial,564,1,1.27,efecto_base_lift_bajo
Superintendencia de Electricidad y Combustibles,AFP Modelo,563,1,2.43,candidato_sin_verificar
Poder Judicial,Municipalidad de Peñaflor,561,1,2.02,candidato_sin_verificar
Instituto de Desarrollo Agropecuario,Consejo Nacional de Televisión,561,1,1.92,candidato_sin_verificar
ACEPTA.COM S.A.,Servicio de Salud Antofagasta,561,1,1.31,confirmado_acepta
Servicio de Salud Arica y Parinacota,Fondo de Solidaridad e Inversión Social,559,1,2.2,candidato_sin_verificar
Servicio Agrícola y Ganadero,Municipalidad de Curicó,559,1,1.93,candidato_sin_verificar
Fondo Nacional de Salud,Servicio de Salud Tarapacá,557,1,1.91,candidato_sin_verificar
Policía de Investigaciones de Chile,Comisión para la Integridad Pública y Transparencia,556,1,3.32,candidato_sin_verificar
Dirección General del Territorio Marítimo y de Marina Mercante,AFP Uno,553,1,4.01,candidato_sin_verificar
Superintendencia de Salud,Municipalidad de Lo Barnechea,552,1,1.75,candidato_sin_verificar
Subsecretaría del Trabajo,Ministerio del Medio Ambiente,552,1,1.53,candidato_sin_verificar
ACEPTA.COM S.A.,Municipalidad de Curicó,552,1,1.44,confirmado_acepta
Instituto de Previsión Social,Municipalidad de Angol,549,1,1.45,efecto_base_lift_bajo
Subsecretaría de Redes Asistenciales,Municipalidad de San Clemente,547,1,3.83,candidato_sin_verificar
Consejo Nacional de Televisión,Comisión para la Integridad Pública y Transparencia,547,1,2.98,candidato_sin_verificar
Caja de Previsión de la Defensa Nacional,Superintendencia de Servicios Sanitarios,547,1,1.8,candidato_sin_verificar
Subsecretaría de Vivienda y Urbanismo,docdigital,546,1,2.64,candidato_sin_verificar
Universidad de Los Lagos,Dirección Nacional del Servicio Civil,546,1,1.45,efecto_base_lift_bajo
Corporación Nacional de Desarrollo Indígena,Poder Judicial,546,1,1.26,efecto_base_lift_bajo
Instituto de Desarrollo Agropecuario,AFP Modelo,544,1,3.86,candidato_sin_verificar
ACEPTA.COM S.A.,Unidad de Análisis Financiero,544,1,2.86,confirmado_acepta
Universidad de Chile,Certificadora del Sur,544,1,1.87,candidato_sin_verificar
Municipalidad de Puente Alto,Subsecretaría de Desarrollo Regional y Administrativo,543,1,1.62,candidato_sin_verificar
Subsecretaría de Transportes,Municipalidad de Valdivia,542,1,111.88,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Ministerio de Educación,542,1,1.44,efecto_base_lift_bajo
Servicio Agrícola y Ganadero,Instituto Nacional de Estadísticas,540,1,1.96,candidato_sin_verificar
Servicio de Salud Metropolitano Oriente,Instituto de Previsión Social,539,1,1.56,candidato_sin_verificar
Servicio de Impuestos Internos,Academia Politécnica Naval,538,1,1.64,candidato_sin_verificar
Subsecretaría General de Gobierno,Dirección Nacional del Servicio Civil,537,1,5.3,candidato_sin_verificar
Consejo Nacional de Televisión,Subsecretaría de Desarrollo Regional y Administrativo,536,1,5.42,candidato_sin_verificar
Dirección de Compras y Contratación Pública,Superintendencia de Casinos de Juego,536,1,4.67,candidato_sin_verificar
Presidencia de la República,Servicio de Impuestos Internos,536,1,2.62,candidato_sin_verificar
Dirección Nacional del Servicio Civil,Municipalidad de Padre Hurtado,536,1,1.84,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Dirección de Contabilidad y Finanzas,536,1,1.66,candidato_sin_verificar
Servicio de Salud Arica y Parinacota,Carabineros de Chile,535,1,1.63,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Ministerio de Hacienda,535,1,1.3,efecto_base_lift_bajo
Hospital Regional de Arica y Parinacota Dr. Juan Noé Crevani,Ministerio Público,532,1,2.26,candidato_sin_verificar
Comisión Administradora del Sistema de Créditos para Estudios Superiores,Municipalidad de Padre Hurtado,532,1,1.74,candidato_sin_verificar
Servicio Nacional para la Prevención y Rehabilitación del Consumo de Drogas y Alcohol,Subsecretaría de Desarrollo Regional y Administrativo,531,1,5.12,candidato_sin_verificar
Universidad de Chile,Senado,529,1,5.36,candidato_sin_verificar
Subsecretaría de Redes Asistenciales,Consejo de Defensa del Estado,528,1,1.81,candidato_sin_verificar
Dirección de Compras y Contratación Pública,Subsecretaría de las Culturas y las Artes,527,1,13.65,candidato_sin_verificar
Municipalidad de Santiago,Subsecretaría de Desarrollo Regional y Administrativo,526,1,2.17,candidato_sin_verificar
Superintendencia de Educación Superior,AFP Uno,525,1,2.23,candidato_sin_verificar
Subsecretaría de Telecomunicaciones,Subsecretaría de Redes Asistenciales,524,1,2.1,candidato_sin_verificar
Servicio de Impuestos Internos,Tribunal Electoral Región de Valparaíso,524,1,1.59,candidato_sin_verificar
Subsecretaría de Evaluación Social,Servicio de Salud Coquimbo,524,1,1.54,candidato_sin_verificar
Servicio de Impuestos Internos,Fiscalía Nacional Económica,523,1,1.61,candidato_sin_verificar
Secretaría de Gobierno Digital,Dirección General de Aeronáutica Civil,523,1,1.4,efecto_base_lift_bajo
Unidad Administradora de los Tribunales Tributarios y Aduaneros,Poder Judicial,522,1,89.51,candidato_sin_verificar
Municipalidad de Ñuñoa,Corporación de Fomento de la Producción,522,1,3.0,candidato_sin_verificar
Servicio de Tesorerías,Municipalidad de La Florida,521,1,1.88,candidato_sin_verificar
Secretaría de Gobierno Digital,Contraloría General de la República,519,1,43.54,candidato_sin_verificar
Servicio de Impuestos Internos,Municipalidad de Pelarco,519,1,1.69,candidato_sin_verificar
Agencia de Calidad de la Educación,Superintendencia de Pensiones,518,1,2.02,candidato_sin_verificar
Dirección del Trabajo,Subsecretaría de Salud Pública,518,1,1.93,candidato_sin_verificar
Servicio de Cooperación Técnica,Municipalidad de Quilicura,518,1,1.67,candidato_sin_verificar
Secretaría de Gobierno Digital,Servicio Nacional de Turismo,518,1,1.29,efecto_base_lift_bajo
Superintendencia de Electricidad y Combustibles,Certificadora del Sur,517,1,2.09,candidato_sin_verificar
Ministerio de Transportes y Telecomunicaciones,E-Digital PKI SpA.,517,1,2.07,candidato_sin_verificar
Instituto de Seguridad Laboral,Subsecretaría de Previsión Social,517,1,1.26,efecto_base_lift_bajo
Superintendencia de Servicios Sanitarios,Comisión para la Integridad Pública y Transparencia,516,1,26.57,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Servicio Nacional de Pesca y Acuicultura,516,1,6.14,candidato_sin_verificar
Servicio de Salud Maule,Subsecretaría de Desarrollo Regional y Administrativo,516,1,1.27,efecto_base_lift_bajo
Dirección del Trabajo,Secretaría de Gobierno Digital,515,1,23.94,candidato_sin_verificar
Comisión Administradora del Sistema de Créditos para Estudios Superiores,docdigital,513,1,1.83,candidato_sin_verificar
ACEPTA.COM S.A.,Universidad del Biobío,511,1,1.52,confirmado_acepta
Municipalidad de La Florida,Certificadora del Sur,508,1,2.13,candidato_sin_verificar
Comisión para el Mercado Financiero,Dirección General de Aeronáutica Civil,508,1,1.93,candidato_sin_verificar
Subsecretaría de Transportes,docdigital,508,1,1.33,efecto_base_lift_bajo
Superintendencia de Electricidad y Combustibles,Subsecretaría de Previsión Social,507,1,2.06,candidato_sin_verificar
Servicio Agrícola y Ganadero,Universidad del Biobío,507,1,2.0,candidato_sin_verificar
Instituto de Seguridad Laboral,Municipalidad de Colina,506,1,1.6,candidato_sin_verificar
Subsecretaría de Vivienda y Urbanismo,AFP Cuprum,506,1,1.44,efecto_base_lift_bajo
ACEPTA.COM S.A.,Subsecretaría para las Fuerzas Armadas,505,1,1.59,confirmado_acepta
Dirección de Compras y Contratación Pública,Instituto de Salud Pública de Chile,504,1,2.61,candidato_sin_verificar
Subsecretaría de Evaluación Social,Subsecretaría de Transportes,504,1,1.3,efecto_base_lift_bajo
Municipalidad de Las Condes,Superintendencia del Medio Ambiente,502,1,3.71,candidato_sin_verificar
Gendarmería de Chile,Certificadora del Sur,501,1,2.31,candidato_sin_verificar
Instituto de Desarrollo Agropecuario,Subsecretaría de Hacienda,499,1,4.75,candidato_sin_verificar
Servicio Nacional del Consumidor,Servicio de Salud Maule,499,1,1.5,candidato_sin_verificar
Servicio de Registro Civil e Identificación,Tribunal Electoral Región de O’Higgins,499,1,1.24,efecto_base_lift_bajo
Servicio Agrícola y Ganadero,Municipalidad de Padre Hurtado,497,1,1.83,candidato_sin_verificar
Subsecretaría de Economía y Empresas de Menor Tamaño,Agencia Nacional de Investigación y Desarrollo,496,1,2.12,candidato_sin_verificar
